sample_idx,Va_1,Vb_1,Vc_1,Ia_1,Ib_1,Ic_1,Va_5,Vb_5,Vc_5,Ia_5,Ib_5,Ic_5,Va_10,Vb_10,Vc_10,Ia_10,Ib_10,Ic_10,Va_30,Vb_30,Vc_30,Ia_30,Ib_30,Ic_30
0,0.999737,-0.498221,-0.489404,0.328877,-0.239041,-0.097954,1.008499,-0.499425,-0.492081,0.325649,-0.250985,-0.077785,0.998885,-0.507664,-0.499715,0.326985,-0.24592,-0.068724,1.004586,-0.499578,-0.507702,0.327598,-0.249673,-0.057515
1,0.994906,-0.488628,-0.509693,0.338507,-0.234389,-0.070239,0.995263,-0.475082,-0.517148,0.332604,-0.249884,-0.067931,0.996427,-0.477511,-0.516008,0.321361,-0.227965,-0.093617,1.008021,-0.474617,-0.51989,0.324029,-0.247541,-0.073039
2,0.989377,-0.468826,-0.526748,0.293585,-0.23821,-0.084497,0.989632,-0.459556,-0.529147,0.328699,-0.216784,-0.077061,0.992774,-0.473506,-0.527125,0.328888,-0.233821,-0.096386,1.000126,-0.463802,-0.52974,0.329064,-0.250785,-0.092517
3,1.001167,-0.456515,-0.55102,0.344395,-0.234575,-0.074576,0.997132,-0.441359,-0.562932,0.343375,-0.230658,-0.088292,0.99712,-0.453858,-0.538399,0.324628,-0.235163,-0.106197,0.998996,-0.452328,-0.552637,0.316384,-0.244693,-0.092875
4,0.989116,-0.434114,-0.57,0.330948,-0.217035,-0.11546,1.002744,-0.4378,-0.571466,0.332603,-0.234187,-0.115184,1.005691,-0.422029,-0.557892,0.323076,-0.23271,-0.086464,1.005126,-0.445548,-0.55789,0.328404,-0.234003,-0.109276
5,0.998494,-0.418648,-0.577951,0.336051,-0.230391,-0.101178,0.989231,-0.417945,-0.580294,0.332173,-0.211562,-0.0936,1.003844,-0.420918,-0.575667,0.318158,-0.215007,-0.107048,0.995402,-0.410228,-0.581552,0.335825,-0.235699,-0.110687
6,0.992784,-0.413346,-0.593165,0.318458,-0.208188,-0.121349,0.991219,-0.397215,-0.586005,0.332528,-0.216189,-0.107866,0.99416,-0.398559,-0.592301,0.316337,-0.202346,-0.123627,0.983066,-0.395033,-0.593748,0.34983,-0.230858,-0.085533
7,1.000046,-0.377158,-0.606877,0.322876,-0.208351,-0.114508,0.986345,-0.380814,-0.615646,0.352945,-0.219917,-0.11083,0.999298,-0.382278,-0.610425,0.355281,-0.212368,-0.103431,0.990535,-0.378169,-0.609457,0.325548,-0.228431,-0.117547
8,0.980206,-0.359612,-0.626049,0.334614,-0.217334,-0.139826,0.997827,-0.360853,-0.624009,0.324809,-0.21779,-0.113417,0.985653,-0.366497,-0.619598,0.321969,-0.206283,-0.125179,0.979529,-0.371595,-0.628544,0.353171,-0.212898,-0.136622
9,0.989774,-0.34878,-0.649174,0.331,-0.205279,-0.136577,0.980669,-0.34335,-0.643858,0.317157,-0.219185,-0.131801,0.990402,-0.346296,-0.644022,0.335235,-0.222539,-0.126004,0.975478,-0.347381,-0.644069,0.330794,-0.200747,-0.13439
10,0.993036,-0.329054,-0.656444,0.334354,-0.193638,-0.134179,0.975973,-0.330904,-0.653089,0.33473,-0.196681,-0.128132,0.977523,-0.32411,-0.649071,0.336061,-0.196163,-0.145432,0.97463,-0.32277,-0.65897,0.323181,-0.194894,-0.13167
11,0.982687,-0.302521,-0.666049,0.346298,-0.188297,-0.141742,0.984763,-0.319711,-0.670823,0.358071,-0.192803,-0.134318,0.973498,-0.306657,-0.663144,0.323129,-0.195008,-0.141707,0.986182,-0.298538,-0.677939,0.339073,-0.190939,-0.142473
12,0.972099,-0.2907,-0.677451,0.332643,-0.172659,-0.143454,0.976528,-0.304104,-0.68292,0.330245,-0.198046,-0.131421,0.966389,-0.298994,-0.675957,0.340461,-0.179514,-0.16124,0.972626,-0.29491,-0.665913,0.345147,-0.183989,-0.148574
13,0.959671,-0.268433,-0.698944,0.326961,-0.185282,-0.156832,0.959812,-0.273911,-0.690342,0.348473,-0.201331,-0.148536,0.96709,-0.270921,-0.697275,0.340704,-0.181046,-0.157327,0.968233,-0.274591,-0.693725,0.354536,-0.182443,-0.157784
14,0.958355,-0.261461,-0.711234,0.354089,-0.165809,-0.160674,0.964291,-0.261114,-0.71273,0.325724,-0.190455,-0.153993,0.969713,-0.257205,-0.70349,0.340834,-0.170084,-0.173968,0.96394,-0.259334,-0.713711,0.318993,-0.185045,-0.16371
15,0.961584,-0.239248,-0.72202,0.350091,-0.198052,-0.1586,0.967158,-0.240217,-0.727715,0.354744,-0.184353,-0.148548,0.965762,-0.230907,-0.72944,0.332821,-0.184348,-0.179953,0.961975,-0.248734,-0.723834,0.346193,-0.158958,-0.163948
16,0.959104,-0.218386,-0.733871,0.35475,-0.15384,-0.168859,0.961778,-0.224125,-0.742744,0.345315,-0.159831,-0.16025,0.945859,-0.218384,-0.737744,0.328775,-0.168664,-0.158048,0.953484,-0.220761,-0.733993,0.342147,-0.164571,-0.184032
17,0.94665,-0.207006,-0.745195,0.352506,-0.148172,-0.160594,0.941465,-0.202528,-0.742286,0.344892,-0.157362,-0.173121,0.937421,-0.204327,-0.74694,0.32734,-0.173981,-0.158367,0.953981,-0.195015,-0.751553,0.312057,-0.173468,-0.180317
18,0.946733,-0.194845,-0.759871,0.336561,-0.151247,-0.182559,0.935577,-0.187631,-0.742462,0.329395,-0.165083,-0.177444,0.931824,-0.178884,-0.764737,0.339051,-0.156772,-0.187833,0.948348,-0.185342,-0.756696,0.336874,-0.147059,-0.179114
19,0.939464,-0.165831,-0.775451,0.351409,-0.149965,-0.191061,0.940669,-0.159257,-0.76362,0.324263,-0.151188,-0.193426,0.932426,-0.171141,-0.764016,0.327189,-0.139232,-0.19588,0.938357,-0.165398,-0.770183,0.333079,-0.145769,-0.180622
20,0.929235,-0.145205,-0.781067,0.345806,-0.152954,-0.202576,0.925671,-0.151421,-0.801913,0.327388,-0.139791,-0.195067,0.931259,-0.139262,-0.787349,0.360077,-0.147322,-0.203134,0.928741,-0.148401,-0.778237,0.335398,-0.159209,-0.193444
21,0.918524,-0.131469,-0.800685,0.329303,-0.144518,-0.199511,0.9279,-0.124628,-0.793413,0.368185,-0.133521,-0.201412,0.923866,-0.12429,-0.796487,0.318704,-0.158125,-0.177167,0.925338,-0.124698,-0.794415,0.339064,-0.14824,-0.185869
22,0.913428,-0.116332,-0.801569,0.329183,-0.134416,-0.210992,0.915998,-0.1143,-0.809879,0.324118,-0.137333,-0.198018,0.923207,-0.110149,-0.802482,0.326366,-0.125618,-0.189923,0.917023,-0.113147,-0.805532,0.329084,-0.131495,-0.197024
23,0.90719,-0.085137,-0.816759,0.340413,-0.1284,-0.210186,0.91361,-0.096618,-0.808889,0.330826,-0.127497,-0.20275,0.90309,-0.083902,-0.8144,0.327913,-0.124335,-0.203028,0.901575,-0.089199,-0.831115,0.31271,-0.141478,-0.209524
24,0.898429,-0.075939,-0.826172,0.331178,-0.111221,-0.210448,0.901502,-0.078066,-0.830737,0.32372,-0.119648,-0.218666,0.906606,-0.076689,-0.832347,0.348503,-0.132721,-0.203612,0.90391,-0.070263,-0.823691,0.324787,-0.11703,-0.216707
25,0.896175,-0.051002,-0.838151,0.354278,-0.13426,-0.214509,0.895528,-0.045235,-0.840623,0.323217,-0.110548,-0.223324,0.890708,-0.053424,-0.839504,0.325577,-0.115571,-0.203584,0.884141,-0.055905,-0.834898,0.319845,-0.122991,-0.217591
26,0.884576,-0.03519,-0.847158,0.329572,-0.123395,-0.228797,0.878855,-0.042559,-0.856372,0.326217,-0.101523,-0.209093,0.879413,-0.037325,-0.845794,0.318131,-0.103641,-0.221496,0.882726,-0.036792,-0.845994,0.346299,-0.110225,-0.219338
27,0.880077,-0.012503,-0.851989,0.316329,-0.116465,-0.196298,0.883591,-0.006833,-0.854341,0.335801,-0.107426,-0.229345,0.882485,-0.018037,-0.864386,0.332433,-0.103227,-0.230618,0.872742,-0.010641,-0.849792,0.344827,-0.108001,-0.246862
28,0.870352,0.003029,-0.870031,0.34126,-0.080069,-0.224121,0.873597,0.00785,-0.864121,0.333411,-0.116938,-0.228624,0.858479,0.007238,-0.86729,0.326694,-0.090934,-0.243907,0.861664,0.005367,-0.873577,0.353288,-0.085755,-0.242604
29,0.859778,0.011827,-0.867876,0.326624,-0.079668,-0.240769,0.852183,0.01817,-0.880449,0.315303,-0.086326,-0.238781,0.854789,0.017361,-0.869756,0.339215,-0.093313,-0.231373,0.859363,0.026392,-0.869718,0.320093,-0.108876,-0.234383
30,0.840305,0.032464,-0.888806,0.31703,-0.083545,-0.252248,0.846727,0.042165,-0.889209,0.322486,-0.086409,-0.23413,0.838705,0.033637,-0.899639,0.31246,-0.087055,-0.232805,0.842776,0.041733,-0.895413,0.339038,-0.087901,-0.233057
31,0.83938,0.066728,-0.896207,0.310795,-0.070199,-0.263254,0.828963,0.058455,-0.891357,0.314545,-0.067869,-0.251169,0.834957,0.057518,-0.899975,0.309847,-0.088175,-0.233388,0.83549,0.064218,-0.896146,0.332825,-0.086149,-0.258355
32,0.825041,0.086486,-0.905263,0.331173,-0.077195,-0.262834,0.821832,0.083819,-0.902225,0.338614,-0.075788,-0.260747,0.833214,0.072766,-0.914411,0.320875,-0.062159,-0.24812,0.822323,0.082748,-0.897875,0.308534,-0.064644,-0.242479
33,0.812862,0.105468,-0.91343,0.313008,-0.071138,-0.24878,0.815363,0.080189,-0.915504,0.32799,-0.069121,-0.252754,0.815656,0.10277,-0.908967,0.319034,-0.059409,-0.261098,0.807334,0.101251,-0.902992,0.310988,-0.057673,-0.25756
34,0.80576,0.11617,-0.917929,0.315617,-0.047132,-0.269301,0.804783,0.112964,-0.916963,0.303826,-0.072322,-0.253197,0.800332,0.110883,-0.922993,0.304137,-0.058893,-0.27138,0.808109,0.126253,-0.915521,0.327512,-0.055737,-0.231414
35,0.789776,0.141319,-0.924197,0.335089,-0.05282,-0.266832,0.797389,0.135845,-0.921351,0.307299,-0.048356,-0.261837,0.784212,0.127797,-0.914948,0.330027,-0.059154,-0.255553,0.790743,0.134847,-0.932692,0.316104,-0.039538,-0.263068
36,0.782769,0.149622,-0.933373,0.307392,-0.059372,-0.275491,0.777514,0.148442,-0.927394,0.314283,-0.046565,-0.261917,0.783768,0.153235,-0.934104,0.33979,-0.030826,-0.273054,0.77941,0.15177,-0.927093,0.301859,-0.05549,-0.250466
37,0.766901,0.17018,-0.93657,0.303468,-0.044291,-0.2551,0.765291,0.173559,-0.939799,0.306567,-0.050021,-0.254107,0.770236,0.171523,-0.944675,0.307424,-0.041645,-0.256047,0.769409,0.167039,-0.92815,0.300906,-0.046501,-0.269734
38,0.762936,0.184024,-0.951372,0.317942,-0.056808,-0.277141,0.764121,0.196241,-0.94203,0.312557,-0.023097,-0.273727,0.752442,0.199752,-0.944813,0.31125,-0.040899,-0.279596,0.768665,0.188272,-0.938549,0.316498,-0.043902,-0.267968
39,0.747009,0.219629,-0.949544,0.307936,-0.053236,-0.272164,0.74199,0.207588,-0.9505,0.314718,-0.038467,-0.287762,0.737438,0.204628,-0.946728,0.300439,-0.042829,-0.259924,0.7434,0.206531,-0.955737,0.32054,-0.027426,-0.285328
40,0.731267,0.220469,-0.957581,0.313224,-0.035965,-0.277517,0.733662,0.231266,-0.954946,0.298393,-0.033632,-0.290306,0.738194,0.230166,-0.952009,0.310441,-0.022335,-0.280534,0.732665,0.225005,-0.95763,0.294052,-0.017482,-0.282413
41,0.718247,0.24062,-0.955597,0.29697,-0.012842,-0.280108,0.711807,0.24083,-0.959915,0.296646,-0.035175,-0.276796,0.718451,0.251044,-0.97239,0.301129,-0.023603,-0.273437,0.722649,0.242906,-0.950921,0.298283,-0.017752,-0.275124
42,0.699471,0.266239,-0.968701,0.298571,-0.009199,-0.296525,0.70069,0.261991,-0.970727,0.292251,-0.016714,-0.298477,0.697586,0.261563,-0.979184,0.301058,0.001417,-0.274822,0.702305,0.261794,-0.96791,0.295115,0.002062,-0.293162
43,0.689005,0.281431,-0.975749,0.295898,-0.019755,-0.276584,0.690924,0.286911,-0.966056,0.287828,-0.009204,-0.289378,0.686983,0.284895,-0.974621,0.283051,-0.004584,-0.304424,0.689825,0.291097,-0.980034,0.293513,-0.008804,-0.312271
