sample_idx,Va_1,Vb_1,Vc_1,Ia_1,Ib_1,Ic_1,Va_5,Vb_5,Vc_5,Ia_5,Ib_5,Ic_5,Va_10,Vb_10,Vc_10,Ia_10,Ib_10,Ic_10,Va_30,Vb_30,Vc_30,Ia_30,Ib_30,Ic_30
0,1.000169,-0.497737,-0.504095,0.626535,-0.493528,-0.139629,1.004981,-0.503848,-0.500474,0.638666,-0.474506,-0.149181,1.00667,-0.495578,-0.49249,0.633692,-0.481877,-0.140414,0.995188,-0.496462,-0.502863,0.634769,-0.482092,-0.167857
1,0.999968,-0.482248,-0.525102,0.636125,-0.488989,-0.157331,0.989924,-0.479496,-0.513787,0.634363,-0.462818,-0.157712,1.000254,-0.481381,-0.512967,0.636613,-0.477935,-0.163385,1.000205,-0.485252,-0.52318,0.649188,-0.461708,-0.151318
2,0.998243,-0.471518,-0.532377,0.622298,-0.483618,-0.16786,0.998614,-0.462746,-0.536877,0.641196,-0.472638,-0.17971,1.002499,-0.474317,-0.531069,0.661627,-0.463557,-0.165953,0.996605,-0.472424,-0.533669,0.648591,-0.474879,-0.162014
3,0.99812,-0.445324,-0.546102,0.647918,-0.447633,-0.180207,0.990236,-0.451255,-0.550635,0.641971,-0.477197,-0.202804,0.99996,-0.449298,-0.548604,0.648705,-0.470111,-0.17141,0.998068,-0.448861,-0.55022,0.642908,-0.448918,-0.179356
4,0.994682,-0.425321,-0.552076,0.64371,-0.449176,-0.193699,1.008987,-0.430346,-0.551552,0.648572,-0.438066,-0.212227,0.996263,-0.440373,-0.558478,0.650879,-0.469445,-0.198169,1.001573,-0.430548,-0.558865,0.643728,-0.442586,-0.200556
5,0.994099,-0.41721,-0.584937,0.645521,-0.456367,-0.20151,0.998794,-0.408061,-0.572167,0.657098,-0.436763,-0.204858,0.990061,-0.414904,-0.571294,0.647468,-0.43322,-0.20813,0.989745,-0.420852,-0.578042,0.643097,-0.440421,-0.203264
6,0.998506,-0.403933,-0.602571,0.663664,-0.443885,-0.226308,0.997206,-0.398271,-0.584723,0.651101,-0.407162,-0.214619,0.99154,-0.402397,-0.597559,0.652799,-0.431668,-0.229771,0.988117,-0.401257,-0.605254,0.659334,-0.448056,-0.227968
7,0.987796,-0.382289,-0.606092,0.642714,-0.424426,-0.195405,0.986839,-0.381626,-0.604236,0.660797,-0.419879,-0.240085,0.986425,-0.383005,-0.597892,0.648596,-0.396073,-0.219144,0.997599,-0.384217,-0.610312,0.651832,-0.418098,-0.239463
8,0.991581,-0.354876,-0.617281,0.642927,-0.416874,-0.241875,0.996111,-0.363592,-0.62908,0.650926,-0.399582,-0.230942,0.982568,-0.371764,-0.621102,0.669567,-0.413,-0.236625,0.984703,-0.35966,-0.626635,0.658668,-0.395198,-0.242838
9,0.986258,-0.338933,-0.637243,0.656675,-0.415623,-0.242892,0.985719,-0.345177,-0.636983,0.660869,-0.411188,-0.246158,0.981656,-0.34661,-0.637958,0.650729,-0.393429,-0.259221,0.985445,-0.340081,-0.636141,0.66339,-0.39728,-0.236827
10,0.980792,-0.341117,-0.657816,0.651248,-0.391274,-0.254162,0.974552,-0.33259,-0.649397,0.667697,-0.40822,-0.266365,0.977049,-0.329516,-0.658371,0.653774,-0.412639,-0.252914,0.971224,-0.328729,-0.65615,0.661728,-0.382643,-0.260682
11,0.970197,-0.312114,-0.675335,0.656336,-0.39891,-0.279157,0.974502,-0.319639,-0.658986,0.659246,-0.382549,-0.273252,0.983882,-0.318982,-0.675988,0.653902,-0.374994,-0.268748,0.982473,-0.308442,-0.670579,0.644953,-0.385177,-0.26942
12,0.974138,-0.294388,-0.6842,0.633596,-0.36865,-0.273008,0.984918,-0.291989,-0.675336,0.659727,-0.379434,-0.291073,0.975769,-0.298198,-0.673245,0.641128,-0.37377,-0.289995,0.976025,-0.296765,-0.67575,0.653551,-0.375583,-0.272299
13,0.973265,-0.274286,-0.688184,0.651268,-0.360742,-0.306749,0.962774,-0.272016,-0.699237,0.6618,-0.339825,-0.302691,0.981437,-0.268429,-0.68898,0.667071,-0.370252,-0.301247,0.972775,-0.271253,-0.68681,0.664494,-0.364452,-0.286628
14,0.963123,-0.261207,-0.70283,0.646619,-0.345127,-0.308046,0.96769,-0.252052,-0.7092,0.66929,-0.338821,-0.305384,0.964195,-0.255102,-0.707146,0.652601,-0.350147,-0.328945,0.966534,-0.258763,-0.7051,0.651622,-0.342772,-0.314331
15,0.971171,-0.243236,-0.720848,0.673234,-0.346165,-0.320207,0.957466,-0.249831,-0.721627,0.653787,-0.351567,-0.324193,0.96066,-0.233075,-0.718338,0.677234,-0.33236,-0.310613,0.970283,-0.243648,-0.732357,0.660581,-0.324728,-0.329498
16,0.949489,-0.225515,-0.73907,0.643601,-0.335757,-0.333934,0.956331,-0.218014,-0.734208,0.649321,-0.340653,-0.329786,0.96061,-0.227873,-0.735721,0.656379,-0.334023,-0.324354,0.947318,-0.219186,-0.732663,0.656667,-0.338336,-0.339692
17,0.938489,-0.197456,-0.737739,0.664805,-0.31516,-0.343671,0.943463,-0.205644,-0.742071,0.673908,-0.312526,-0.336795,0.93987,-0.214396,-0.755861,0.63316,-0.310607,-0.34341,0.946038,-0.205527,-0.75099,0.671824,-0.302915,-0.341783
18,0.938721,-0.182572,-0.760366,0.671357,-0.316624,-0.352151,0.94158,-0.178232,-0.762968,0.659471,-0.299297,-0.356956,0.945947,-0.181891,-0.767592,0.668483,-0.310291,-0.343829,0.941073,-0.178044,-0.748358,0.660603,-0.314378,-0.342602
19,0.928551,-0.158856,-0.773098,0.646358,-0.298029,-0.370555,0.931283,-0.166834,-0.776541,0.648108,-0.298295,-0.352052,0.93431,-0.163437,-0.771181,0.674452,-0.282804,-0.366588,0.937557,-0.162193,-0.775811,0.659795,-0.305123,-0.35716
20,0.917852,-0.147687,-0.785153,0.653075,-0.288528,-0.364928,0.925685,-0.147513,-0.785581,0.649827,-0.29079,-0.353838,0.928566,-0.144891,-0.781313,0.667829,-0.29353,-0.366153,0.9278,-0.147343,-0.778163,0.648927,-0.27374,-0.370059
21,0.92836,-0.125577,-0.799783,0.669058,-0.283791,-0.387432,0.921235,-0.127127,-0.792757,0.660575,-0.283189,-0.395957,0.918299,-0.129285,-0.787687,0.647599,-0.285381,-0.373789,0.925418,-0.124844,-0.800463,0.652967,-0.268897,-0.376119
22,0.920268,-0.109168,-0.804309,0.679588,-0.259116,-0.374844,0.915918,-0.10637,-0.803115,0.663299,-0.244082,-0.390794,0.913349,-0.106514,-0.812345,0.677522,-0.275566,-0.390423,0.907543,-0.113715,-0.803747,0.650545,-0.256742,-0.376852
