sample_idx,Va_1,Vb_1,Vc_1,Ia_1,Ib_1,Ic_1,Va_5,Vb_5,Vc_5,Ia_5,Ib_5,Ic_5,Va_10,Vb_10,Vc_10,Ia_10,Ib_10,Ic_10,Va_30,Vb_30,Vc_30,Ia_30,Ib_30,Ic_30
0,1.012252,-0.447241,-0.487407,0.527472,-0.489003,0.024783,0.872023,-0.586811,-0.569639,0.360584,-0.409761,-0.197917,1.066267,-0.454026,-0.471143,0.613237,-0.459101,-0.256808,0.952437,-0.528432,-0.429029,0.469565,-0.33797,-0.202959
1,1.031275,-0.512108,-0.532456,0.38985,-0.346523,-1.5e-05,1.011879,-0.450331,-0.448349,0.425516,-0.383611,-0.177394,0.967021,-0.504601,-0.563224,0.560801,-0.361394,-0.190673,0.98514,-0.518562,-0.523615,0.639792,-0.382822,-0.18055
2,1.019957,-0.415429,-0.532277,0.507046,-0.265072,-0.081397,0.924448,-0.449386,-0.458509,0.515312,-0.418866,-0.03263,0.928672,-0.460484,-0.531523,0.549812,-0.552545,-0.166774,0.994792,-0.475289,-0.588776,0.479578,-0.314016,-0.228268
3,1.034691,-0.406369,-0.586743,0.412532,-0.484609,-0.099073,1.044563,-0.433455,-0.577853,0.460045,-0.495459,-0.083936,0.996617,-0.596141,-0.584562,0.604478,-0.373436,-0.096084,0.940268,-0.501698,-0.577194,0.457844,-0.295506,-0.093656
4,1.02165,-0.417927,-0.568114,0.437376,-0.315129,-0.090117,1.016619,-0.406569,-0.618841,0.658634,-0.401961,-0.068998,1.009618,-0.423239,-0.533998,0.507296,-0.339921,-0.08563,0.967686,-0.414259,-0.562167,0.378005,-0.399944,-0.216926
5,1.032595,-0.496551,-0.552368,0.636221,-0.271536,-0.263149,0.908889,-0.367606,-0.574586,0.444804,-0.463175,-0.231592,1.007815,-0.385197,-0.608576,0.358961,-0.186136,-0.268678,1.000184,-0.446347,-0.596919,0.530929,-0.396849,-0.068157
6,0.977445,-0.455166,-0.673998,0.311325,-0.2704,-0.324975,0.973493,-0.324998,-0.549783,0.430397,-0.21664,-0.165166,1.006044,-0.372267,-0.617515,0.447731,-0.166901,-0.198434,0.986132,-0.325564,-0.594149,0.676993,-0.280421,-0.083953
7,1.01375,-0.338347,-0.504257,0.339909,-0.288148,-0.17422,0.975751,-0.431008,-0.574962,0.442622,-0.287856,-0.237642,0.966633,-0.453192,-0.617113,0.634157,-0.369223,-0.05738,1.023214,-0.343245,-0.6403,0.60137,-0.345954,-0.100171
8,0.971099,-0.398394,-0.588982,0.603463,-0.324623,-0.178888,0.986354,-0.301249,-0.640006,0.568839,-0.477439,-0.071519,0.973913,-0.449473,-0.651036,0.597572,-0.301251,-0.241912,1.002814,-0.359564,-0.723975,0.481954,-0.27653,-0.235648
9,0.919346,-0.380655,-0.580459,0.594226,-0.355336,-0.13148,1.001244,-0.407787,-0.679313,0.494822,-0.487229,-0.376273,1.049909,-0.280228,-0.665273,0.611253,-0.384077,-0.21742,0.991373,-0.39781,-0.569718,0.474816,-0.254728,-0.266702
10,0.956802,-0.239577,-0.601356,0.41055,-0.472042,-0.271283,0.947698,-0.360017,-0.625005,0.606329,-0.347133,-0.085638,0.974559,-0.361069,-0.615718,0.612067,-0.32671,-0.154173,1.025125,-0.330629,-0.652348,0.579831,-0.271864,-0.216258
11,1.022689,-0.306273,-0.714347,0.635608,-0.149174,-0.257706,0.970801,-0.304106,-0.625245,0.504559,-0.292686,-0.21068,0.976566,-0.348104,-0.556685,0.564097,-0.291596,0.062607,1.059976,-0.298071,-0.663484,0.466318,-0.354543,-0.249957
12,0.957328,-0.314934,-0.657751,0.421264,-0.3832,-0.2909,0.915336,-0.279475,-0.698489,0.470471,-0.300937,-0.070572,0.994943,-0.354047,-0.756958,0.527947,-0.166495,-0.303041,0.86753,-0.349168,-0.691021,0.6009,-0.128956,-0.165054
13,0.962654,-0.282557,-0.725092,0.817866,-0.278571,-0.448049,0.951452,-0.276738,-0.62243,0.454821,-0.42773,-0.185764,0.967053,-0.172707,-0.698714,0.68053,-0.341646,-0.307759,0.917736,-0.295101,-0.74859,0.643526,-0.117316,-0.163315
14,0.951828,-0.195157,-0.735241,0.479809,-0.147971,-0.359484,1.015021,-0.194036,-0.665489,0.476021,-0.29324,-0.32728,1.070106,-0.251002,-0.818373,0.606184,-0.242425,-0.238498,0.954246,-0.186888,-0.54364,0.654317,-0.347075,-0.173637
