sample_idx,Va_1,Vb_1,Vc_1,Ia_1,Ib_1,Ic_1,Va_5,Vb_5,Vc_5,Ia_5,Ib_5,Ic_5,Va_10,Vb_10,Vc_10,Ia_10,Ib_10,Ic_10,Va_30,Vb_30,Vc_30,Ia_30,Ib_30,Ic_30
0,1.005201,-0.511978,-0.499115,0.736158,-0.553428,-0.168684,1.00027,-0.50341,-0.500098,0.729275,-0.556,-0.167663,1.003376,-0.503559,-0.494978,0.736927,-0.57133,-0.165694,1.003876,-0.492957,-0.49066,0.727496,-0.550861,-0.168535
1,1.004221,-0.483344,-0.512783,0.72233,-0.544593,-0.173205,1.000401,-0.487254,-0.514221,0.726514,-0.539071,-0.180282,1.000532,-0.479755,-0.509662,0.719952,-0.555002,-0.187718,1.002277,-0.486196,-0.530494,0.729426,-0.545452,-0.189558
2,1.002712,-0.463708,-0.531012,0.750104,-0.547435,-0.189781,1.008393,-0.464209,-0.531174,0.741257,-0.530587,-0.192413,1.003848,-0.468053,-0.530566,0.700085,-0.529279,-0.192508,0.998363,-0.465778,-0.527426,0.722591,-0.532105,-0.180202
3,1.000696,-0.448585,-0.549171,0.739927,-0.516511,-0.187422,1.000361,-0.449393,-0.548571,0.741598,-0.523976,-0.215242,1.001719,-0.449496,-0.557119,0.742208,-0.522376,-0.201584,0.999406,-0.453149,-0.541231,0.7335,-0.534828,-0.213391
4,0.998336,-0.429264,-0.563117,0.740258,-0.520367,-0.226407,0.985278,-0.435775,-0.556042,0.723824,-0.508922,-0.228868,1.002585,-0.433266,-0.561465,0.727601,-0.527557,-0.210589,0.995899,-0.429199,-0.57126,0.741672,-0.512008,-0.211792
5,0.996954,-0.408888,-0.576452,0.731601,-0.505728,-0.247327,0.996679,-0.418227,-0.584745,0.738507,-0.491682,-0.24231,1.000138,-0.426003,-0.582711,0.736096,-0.491245,-0.244043,1.000505,-0.413597,-0.585449,0.72568,-0.514682,-0.232637
6,0.988815,-0.398237,-0.603854,0.768139,-0.484256,-0.240464,1.002001,-0.394617,-0.59202,0.74118,-0.480299,-0.255955,0.997007,-0.394933,-0.591175,0.747559,-0.488575,-0.267524,0.986968,-0.402194,-0.59811,0.748695,-0.519438,-0.267162
7,0.98493,-0.385642,-0.608081,0.74288,-0.500972,-0.260668,0.984442,-0.379243,-0.616592,0.760186,-0.473172,-0.250609,0.987652,-0.376204,-0.616597,0.735082,-0.486237,-0.260746,0.981596,-0.380422,-0.607324,0.762091,-0.489956,-0.260826
8,0.986505,-0.364533,-0.627701,0.740418,-0.44793,-0.276178,0.987478,-0.363227,-0.619092,0.745354,-0.459762,-0.270286,0.988514,-0.368208,-0.627879,0.755369,-0.474853,-0.283941,0.985489,-0.367921,-0.624261,0.768497,-0.462911,-0.281315
9,0.993843,-0.35248,-0.639158,0.743214,-0.459842,-0.284225,0.979247,-0.343733,-0.630646,0.747858,-0.456801,-0.298406,0.983038,-0.354246,-0.635649,0.752805,-0.464432,-0.299923,0.991856,-0.351868,-0.637888,0.737115,-0.45668,-0.290185
