sample_idx,Va_1,Vb_1,Vc_1,Ia_1,Ib_1,Ic_1,Va_5,Vb_5,Vc_5,Ia_5,Ib_5,Ic_5,Va_10,Vb_10,Vc_10,Ia_10,Ib_10,Ic_10,Va_30,Vb_30,Vc_30,Ia_30,Ib_30,Ic_30
0,0.99273,-0.499825,-0.497746,0.671883,-0.503069,-0.157104,1.000548,-0.501127,-0.501582,0.655574,-0.494774,-0.155615,1.00491,-0.497866,-0.500529,0.651739,-0.51407,-0.169381,1.003331,-0.499222,-0.502367,0.666898,-0.500709,-0.159811
1,1.00265,-0.47689,-0.514631,0.67495,-0.506024,-0.16689,0.993274,-0.486505,-0.514231,0.666485,-0.48616,-0.164925,1.004665,-0.483347,-0.517566,0.661386,-0.475844,-0.166449,0.997669,-0.479713,-0.518831,0.660772,-0.509497,-0.154973
2,1.005855,-0.47654,-0.526028,0.660031,-0.485482,-0.16116,0.994592,-0.464121,-0.528854,0.668934,-0.488141,-0.182543,1.006731,-0.4613,-0.534583,0.663076,-0.485963,-0.177153,0.991604,-0.463923,-0.533027,0.679141,-0.467094,-0.175165
3,0.990451,-0.452798,-0.554656,0.656853,-0.461642,-0.20815,0.995218,-0.45694,-0.550149,0.672063,-0.467058,-0.19779,1.001722,-0.449525,-0.5518,0.693682,-0.458369,-0.200166,0.99818,-0.447861,-0.538047,0.676124,-0.478814,-0.175597
4,1.00244,-0.438714,-0.562329,0.640748,-0.459541,-0.201399,0.994412,-0.428171,-0.557387,0.649409,-0.48153,-0.194288,0.99677,-0.447548,-0.56188,0.668088,-0.461731,-0.207074,0.992425,-0.441808,-0.566803,0.658747,-0.475866,-0.200168
5,0.992053,-0.417437,-0.577865,0.674894,-0.455382,-0.210144,0.993956,-0.424444,-0.58023,0.688219,-0.465236,-0.201941,0.998514,-0.413784,-0.577856,0.674295,-0.456721,-0.230964,1.002496,-0.41758,-0.573772,0.685891,-0.482373,-0.200381
6,0.998312,-0.403428,-0.592982,0.679299,-0.457683,-0.230017,0.993755,-0.397406,-0.589479,0.665837,-0.453877,-0.234308,0.991661,-0.396369,-0.580474,0.684174,-0.456924,-0.212675,0.989535,-0.390959,-0.590867,0.690028,-0.426391,-0.22813
7,0.989169,-0.38289,-0.605364,0.678132,-0.420956,-0.223046,0.989792,-0.378745,-0.608627,0.671695,-0.426953,-0.234513,0.994123,-0.382234,-0.615501,0.691235,-0.438546,-0.242155,0.987342,-0.386689,-0.609347,0.693307,-0.438019,-0.230806
8,0.985461,-0.369234,-0.623746,0.692689,-0.403633,-0.257294,0.985427,-0.360544,-0.619775,0.682704,-0.436704,-0.251436,0.987127,-0.370021,-0.62917,0.662765,-0.421696,-0.245882,0.980557,-0.366589,-0.624296,0.681697,-0.423336,-0.252878
9,0.993077,-0.34878,-0.634176,0.669966,-0.412058,-0.259859,0.983424,-0.353275,-0.64545,0.677109,-0.397531,-0.260783,0.989411,-0.353014,-0.64269,0.697601,-0.429003,-0.265188,0.990338,-0.347294,-0.640113,0.698217,-0.421054,-0.266385
10,0.973688,-0.331914,-0.661395,0.689633,-0.408969,-0.266005,0.983981,-0.325868,-0.650703,0.663667,-0.396326,-0.292224,0.977715,-0.329776,-0.659676,0.682108,-0.426339,-0.269345,0.981334,-0.331325,-0.652964,0.692936,-0.401233,-0.267947
11,0.974025,-0.30319,-0.663961,0.676563,-0.37873,-0.274609,0.976651,-0.308963,-0.669812,0.674199,-0.393082,-0.294947,0.976586,-0.316567,-0.676928,0.676071,-0.393255,-0.278487,0.987939,-0.320415,-0.670079,0.67915,-0.385772,-0.292946
12,0.970916,-0.2845,-0.677414,0.688334,-0.373209,-0.301531,0.969748,-0.283479,-0.688988,0.692604,-0.389542,-0.282361,0.972388,-0.296123,-0.686846,0.673491,-0.393478,-0.304091,0.972059,-0.29465,-0.681271,0.68145,-0.380959,-0.292706
13,0.968605,-0.281417,-0.692111,0.688491,-0.384903,-0.320312,0.974316,-0.281894,-0.701822,0.661974,-0.368443,-0.30824,0.966892,-0.270931,-0.682064,0.681898,-0.385978,-0.313496,0.966033,-0.2733,-0.689604,0.697526,-0.394406,-0.296896
