sample_idx,Va_1,Vb_1,Vc_1,Ia_1,Ib_1,Ic_1,Va_5,Vb_5,Vc_5,Ia_5,Ib_5,Ic_5,Va_10,Vb_10,Vc_10,Ia_10,Ib_10,Ic_10,Va_30,Vb_30,Vc_30,Ia_30,Ib_30,Ic_30
0,1.008141,-0.499346,-0.503132,0.715778,-0.544778,-0.164974,1.004095,-0.490467,-0.502129,0.713813,-0.551974,-0.156419,0.995626,-0.494198,-0.497725,0.711292,-0.550448,-0.149488,1.003696,-0.509196,-0.507268,0.708278,-0.539524,-0.17937
1,0.993132,-0.476912,-0.518587,0.715155,-0.548246,-0.17485,0.992852,-0.488368,-0.511301,0.730397,-0.554499,-0.188124,1.00358,-0.482976,-0.512414,0.704391,-0.535801,-0.168553,0.993853,-0.475212,-0.518901,0.711994,-0.545639,-0.180866
2,1.003853,-0.466223,-0.535302,0.709168,-0.524332,-0.19308,0.994609,-0.468999,-0.536483,0.713915,-0.538538,-0.199087,0.998802,-0.470689,-0.538982,0.702995,-0.513471,-0.186671,1.004714,-0.459372,-0.53449,0.724339,-0.529633,-0.207117
3,1.000996,-0.443228,-0.558254,0.724695,-0.508449,-0.219154,0.99247,-0.445315,-0.541915,0.73921,-0.534035,-0.211376,1.000037,-0.456071,-0.547976,0.734664,-0.511222,-0.200802,0.996655,-0.453558,-0.546153,0.729481,-0.505799,-0.197678
4,0.999719,-0.435812,-0.564813,0.723234,-0.501934,-0.200453,1.004499,-0.426888,-0.559055,0.736214,-0.504917,-0.212199,0.994863,-0.426995,-0.567708,0.731945,-0.495434,-0.216737,0.995943,-0.430493,-0.555596,0.744006,-0.518482,-0.217236
5,0.994112,-0.416312,-0.578061,0.720722,-0.490764,-0.244782,0.996633,-0.41891,-0.584727,0.714307,-0.482892,-0.245272,0.999319,-0.419113,-0.575936,0.724228,-0.503632,-0.225685,0.998812,-0.420699,-0.565405,0.725538,-0.478199,-0.232171
6,1.006702,-0.396706,-0.595934,0.731725,-0.499715,-0.221038,0.999867,-0.399244,-0.594744,0.716577,-0.462485,-0.240701,1.000771,-0.396477,-0.590932,0.733644,-0.464301,-0.263343,0.994465,-0.399106,-0.59687,0.718819,-0.487987,-0.257355
7,0.987707,-0.387162,-0.604259,0.72642,-0.484409,-0.258779,0.983919,-0.373566,-0.610476,0.740295,-0.463065,-0.255351,0.994398,-0.385698,-0.611964,0.747064,-0.469998,-0.27118,0.991552,-0.387032,-0.612202,0.73475,-0.476579,-0.244339
8,0.98997,-0.370212,-0.632137,0.735881,-0.452249,-0.271489,0.988416,-0.371597,-0.621358,0.733443,-0.464373,-0.273524,0.980796,-0.364731,-0.629612,0.723088,-0.445662,-0.264867,0.994839,-0.366453,-0.625359,0.725184,-0.462623,-0.270382
9,0.989802,-0.342683,-0.64537,0.732554,-0.450469,-0.295108,0.98304,-0.346608,-0.635183,0.747202,-0.450586,-0.284857,0.995186,-0.350143,-0.632607,0.735634,-0.468202,-0.291558,0.981284,-0.339132,-0.637674,0.749484,-0.448666,-0.288933
10,0.97951,-0.319071,-0.656687,0.744064,-0.454482,-0.29183,0.986684,-0.326227,-0.647205,0.740308,-0.459403,-0.290961,0.977676,-0.329739,-0.651155,0.714154,-0.437188,-0.305597,0.976308,-0.331348,-0.654722,0.758567,-0.446221,-0.284609
