sample_idx,Va_1,Vb_1,Vc_1,Ia_1,Ib_1,Ic_1,Va_5,Vb_5,Vc_5,Ia_5,Ib_5,Ic_5,Va_10,Vb_10,Vc_10,Ia_10,Ib_10,Ic_10,Va_30,Vb_30,Vc_30,Ia_30,Ib_30,Ic_30
0,1.000918,-0.499378,-0.497625,0.452794,-0.358646,-0.10005,0.996524,-0.499964,-0.494813,0.456556,-0.349452,-0.114558,0.994162,-0.506425,-0.498858,0.454893,-0.340965,-0.105852,1.007268,-0.501204,-0.500647,0.455294,-0.342694,-0.113249
1,0.993407,-0.478015,-0.517964,0.455088,-0.34009,-0.100037,0.999597,-0.492477,-0.514467,0.466542,-0.349811,-0.114426,0.993571,-0.475477,-0.518024,0.474619,-0.346861,-0.118759,1.010312,-0.490671,-0.519993,0.466986,-0.356965,-0.133006
2,1.0044,-0.462277,-0.527138,0.452896,-0.327375,-0.130713,1.000902,-0.474289,-0.53251,0.468315,-0.338241,-0.139724,1.001359,-0.468243,-0.54785,0.475596,-0.342278,-0.114264,1.000764,-0.4646,-0.525799,0.462549,-0.358001,-0.116325
3,1.003606,-0.447541,-0.551411,0.472206,-0.330782,-0.133773,0.999065,-0.442805,-0.549026,0.471067,-0.345112,-0.136707,0.995232,-0.452402,-0.554452,0.452759,-0.328922,-0.121325,1.000106,-0.458156,-0.546953,0.479266,-0.338946,-0.139956
4,0.989527,-0.430556,-0.561904,0.476428,-0.32872,-0.167739,0.99496,-0.429407,-0.556926,0.461711,-0.319929,-0.135748,0.995097,-0.437067,-0.557916,0.462097,-0.328135,-0.157201,0.995127,-0.44142,-0.561673,0.456415,-0.331915,-0.149728
5,0.994954,-0.418662,-0.578088,0.465437,-0.310279,-0.150393,0.999333,-0.418901,-0.581142,0.461618,-0.314978,-0.162702,1.001479,-0.413971,-0.576048,0.478106,-0.313277,-0.144993,0.995716,-0.404395,-0.581154,0.482872,-0.333701,-0.132007
6,0.99586,-0.390132,-0.591472,0.465683,-0.310525,-0.167939,0.988714,-0.398065,-0.593219,0.489826,-0.310928,-0.160859,0.988405,-0.404249,-0.595053,0.473666,-0.326393,-0.174099,0.98188,-0.39125,-0.599778,0.456423,-0.309882,-0.151279
7,0.989801,-0.37634,-0.607773,0.490436,-0.287748,-0.169468,0.987089,-0.374231,-0.607961,0.479649,-0.31201,-0.150974,0.991454,-0.386846,-0.608014,0.473473,-0.308621,-0.153204,0.991673,-0.380813,-0.605707,0.452656,-0.317348,-0.155706
8,0.990898,-0.358197,-0.625651,0.464643,-0.290793,-0.178569,0.986676,-0.359142,-0.626821,0.476008,-0.30048,-0.17577,0.994633,-0.364809,-0.632074,0.484432,-0.310339,-0.171927,0.980256,-0.360869,-0.618713,0.480719,-0.297124,-0.190842
9,0.979185,-0.344077,-0.63581,0.479384,-0.297464,-0.176009,0.989483,-0.332603,-0.643011,0.482247,-0.294205,-0.181351,0.988605,-0.352976,-0.641048,0.476546,-0.287712,-0.178439,1.000521,-0.348095,-0.63622,0.4741,-0.303363,-0.169874
10,0.986257,-0.334881,-0.654715,0.493889,-0.292714,-0.187451,0.977371,-0.33067,-0.64769,0.470861,-0.286771,-0.167791,0.986706,-0.332172,-0.647749,0.476421,-0.3038,-0.186515,0.983072,-0.330102,-0.646208,0.471771,-0.27967,-0.195821
11,0.983536,-0.317533,-0.663264,0.481153,-0.267108,-0.190327,0.968581,-0.307986,-0.667131,0.467517,-0.269168,-0.187644,0.973437,-0.318374,-0.673953,0.489558,-0.264576,-0.200624,0.993218,-0.313406,-0.663514,0.481346,-0.27149,-0.18712
12,0.976189,-0.292069,-0.691315,0.479327,-0.263088,-0.223548,0.978379,-0.29908,-0.675168,0.456367,-0.258723,-0.214972,0.982031,-0.287442,-0.685855,0.467578,-0.250814,-0.221029,0.968108,-0.294194,-0.684337,0.467157,-0.262615,-0.216097
13,0.977304,-0.282524,-0.691165,0.495091,-0.25727,-0.225578,0.962659,-0.274894,-0.699591,0.507713,-0.260064,-0.208834,0.982636,-0.272869,-0.692743,0.465702,-0.270526,-0.206329,0.975008,-0.269668,-0.694702,0.463985,-0.246762,-0.19389
14,0.969178,-0.25825,-0.712037,0.486902,-0.260009,-0.233069,0.971046,-0.254615,-0.713137,0.481679,-0.254202,-0.22318,0.973065,-0.262205,-0.703469,0.485261,-0.276642,-0.223888,0.964268,-0.254994,-0.704526,0.470924,-0.256236,-0.235104
15,0.964818,-0.242699,-0.730773,0.46747,-0.237689,-0.238166,0.968835,-0.233055,-0.719397,0.479568,-0.243155,-0.237746,0.965646,-0.246034,-0.730073,0.483467,-0.24852,-0.226252,0.962281,-0.229919,-0.72565,0.475754,-0.24058,-0.220295
16,0.945606,-0.217663,-0.737827,0.483835,-0.240236,-0.237744,0.955141,-0.218151,-0.730027,0.477649,-0.237263,-0.210557,0.952077,-0.214764,-0.735015,0.502947,-0.233976,-0.245471,0.954943,-0.220367,-0.734172,0.499534,-0.23092,-0.236813
17,0.949614,-0.203535,-0.746219,0.46579,-0.229202,-0.245162,0.950634,-0.197433,-0.746766,0.493706,-0.232583,-0.245195,0.943083,-0.204354,-0.747334,0.465121,-0.231125,-0.234879,0.951072,-0.201959,-0.739223,0.480381,-0.222879,-0.261152
18,0.953382,-0.18545,-0.763089,0.475046,-0.215277,-0.259964,0.952409,-0.181475,-0.75704,0.489731,-0.208205,-0.270998,0.945758,-0.1888,-0.765562,0.474445,-0.233828,-0.257828,0.946733,-0.187394,-0.763524,0.471972,-0.208002,-0.264359
19,0.934087,-0.158621,-0.773292,0.482269,-0.23011,-0.268251,0.93967,-0.160789,-0.766768,0.466694,-0.205923,-0.244485,0.93932,-0.164881,-0.77765,0.486401,-0.209758,-0.270291,0.939996,-0.164869,-0.773314,0.48593,-0.229234,-0.272553
20,0.920276,-0.143249,-0.778562,0.47998,-0.197651,-0.272958,0.939846,-0.148806,-0.786276,0.472794,-0.204725,-0.26608,0.924586,-0.143523,-0.780033,0.47779,-0.212387,-0.266976,0.924774,-0.155467,-0.780508,0.476611,-0.203791,-0.283788
21,0.919216,-0.124239,-0.788931,0.471715,-0.179764,-0.274816,0.918066,-0.132355,-0.799473,0.492106,-0.195441,-0.27225,0.920282,-0.119766,-0.796218,0.480406,-0.189231,-0.283022,0.922774,-0.123011,-0.791107,0.468424,-0.194424,-0.280421
22,0.913435,-0.105304,-0.800539,0.474256,-0.191308,-0.283624,0.915702,-0.10993,-0.808018,0.480429,-0.189096,-0.284809,0.916528,-0.102107,-0.807638,0.474771,-0.196961,-0.275185,0.912897,-0.10774,-0.804012,0.471163,-0.187343,-0.303016
23,0.901668,-0.081061,-0.815074,0.470343,-0.200433,-0.29045,0.90368,-0.087749,-0.813277,0.471326,-0.195638,-0.299045,0.910272,-0.094975,-0.821357,0.47283,-0.19503,-0.287548,0.909355,-0.094221,-0.815291,0.468628,-0.178114,-0.29688
24,0.899096,-0.066827,-0.826639,0.470987,-0.177476,-0.30738,0.896666,-0.070105,-0.825537,0.481816,-0.185463,-0.299215,0.893571,-0.073978,-0.827639,0.473558,-0.165698,-0.302797,0.902144,-0.066573,-0.819237,0.468611,-0.180908,-0.304657
25,0.891189,-0.049948,-0.837656,0.476097,-0.158593,-0.317584,0.892491,-0.044821,-0.842493,0.46571,-0.178591,-0.305414,0.88869,-0.05212,-0.834928,0.464747,-0.179153,-0.313423,0.896305,-0.048537,-0.836288,0.469438,-0.171137,-0.312243
26,0.885492,-0.029871,-0.846715,0.465146,-0.161632,-0.329202,0.886312,-0.032493,-0.862481,0.480232,-0.175101,-0.32137,0.879103,-0.0361,-0.84124,0.476504,-0.139795,-0.332615,0.879819,-0.036249,-0.857245,0.466135,-0.148617,-0.30505
27,0.872238,-0.011383,-0.854461,0.477251,-0.158636,-0.318316,0.870884,-0.015589,-0.859624,0.476587,-0.154542,-0.326653,0.873822,-0.009158,-0.862624,0.468206,-0.150458,-0.329918,0.874395,-0.013372,-0.868099,0.481089,-0.155725,-0.325316
28,0.858922,0.009341,-0.872743,0.457162,-0.141121,-0.325378,0.863276,-0.001793,-0.87398,0.471563,-0.141501,-0.334025,0.859753,0.002976,-0.866758,0.469329,-0.136176,-0.313074,0.854825,-0.001809,-0.86415,0.45547,-0.137102,-0.307254
29,0.857893,0.027592,-0.882394,0.449998,-0.133517,-0.323539,0.858431,0.020139,-0.882965,0.470879,-0.112567,-0.355668,0.865955,0.025712,-0.87547,0.483368,-0.136701,-0.347465,0.843773,0.020285,-0.88201,0.466494,-0.135374,-0.337202
30,0.839181,0.033582,-0.882156,0.470619,-0.134699,-0.3427,0.845942,0.043111,-0.89283,0.478315,-0.146107,-0.353341,0.842829,0.041484,-0.882577,0.464423,-0.122654,-0.340378,0.854795,0.03392,-0.876074,0.453451,-0.116288,-0.3174
31,0.832528,0.059886,-0.893393,0.456156,-0.113652,-0.33237,0.83323,0.060836,-0.889344,0.462965,-0.10617,-0.33672,0.839642,0.059403,-0.901327,0.444592,-0.101007,-0.344284,0.839416,0.067991,-0.904652,0.454713,-0.119501,-0.362993
32,0.825734,0.085952,-0.902278,0.463966,-0.100682,-0.335519,0.815159,0.08673,-0.905201,0.482169,-0.090952,-0.367451,0.820535,0.080329,-0.898436,0.458335,-0.101878,-0.350495,0.825378,0.085863,-0.914095,0.450986,-0.097134,-0.354614
33,0.813201,0.091443,-0.913306,0.45019,-0.115415,-0.356913,0.816373,0.094428,-0.910834,0.465184,-0.078823,-0.36787,0.81924,0.095936,-0.904856,0.456955,-0.086573,-0.357442,0.812655,0.10045,-0.908903,0.44207,-0.084303,-0.358645
34,0.801791,0.116914,-0.922755,0.459712,-0.092027,-0.373447,0.804736,0.119512,-0.913073,0.4519,-0.085735,-0.377057,0.800557,0.115542,-0.914879,0.444372,-0.076346,-0.371542,0.803782,0.114397,-0.922542,0.443105,-0.090309,-0.355239
35,0.791858,0.131604,-0.924722,0.463339,-0.075198,-0.374197,0.787849,0.134366,-0.925571,0.438383,-0.075976,-0.377927,0.782926,0.13417,-0.922739,0.443243,-0.074422,-0.375549,0.78715,0.139671,-0.916987,0.452607,-0.078858,-0.372112
36,0.780077,0.151141,-0.931913,0.445097,-0.049741,-0.382376,0.769899,0.152293,-0.929905,0.440968,-0.063433,-0.361911,0.772939,0.162335,-0.936301,0.454287,-0.070087,-0.363196,0.785323,0.154862,-0.940401,0.463689,-0.081319,-0.379914
37,0.76919,0.176524,-0.932195,0.448247,-0.061359,-0.372362,0.757539,0.173728,-0.931111,0.460813,-0.074634,-0.365266,0.77306,0.176485,-0.940578,0.439322,-0.055152,-0.382653,0.770964,0.169361,-0.931828,0.443794,-0.069809,-0.38117
38,0.753196,0.190547,-0.949747,0.432452,-0.054819,-0.393546,0.753059,0.192916,-0.936381,0.428988,-0.053829,-0.390039,0.748787,0.195277,-0.950262,0.443361,-0.060151,-0.403207,0.760031,0.197872,-0.944727,0.446286,-0.040198,-0.400028
39,0.737657,0.205618,-0.948783,0.432423,-0.0387,-0.364207,0.745736,0.213966,-0.958502,0.425195,-0.032571,-0.394265,0.742873,0.213163,-0.95085,0.44854,-0.049032,-0.392158,0.740538,0.218278,-0.952929,0.436177,-0.039936,-0.39064
