sample_idx,Va_1,Vb_1,Vc_1,Ia_1,Ib_1,Ic_1,Va_5,Vb_5,Vc_5,Ia_5,Ib_5,Ic_5,Va_10,Vb_10,Vc_10,Ia_10,Ib_10,Ic_10,Va_30,Vb_30,Vc_30,Ia_30,Ib_30,Ic_30
0,0.998186,-0.507141,-0.494582,0.388386,-0.300024,-0.083212,1.003703,-0.500115,-0.50395,0.388938,-0.298911,-0.083563,1.000978,-0.499481,-0.502514,0.376922,-0.301783,-0.101371,0.99742,-0.509162,-0.501981,0.391745,-0.302544,-0.118349
1,0.993934,-0.47202,-0.509817,0.406263,-0.279371,-0.116638,0.997692,-0.481336,-0.510003,0.400747,-0.299521,-0.084508,0.999505,-0.483628,-0.513101,0.388322,-0.290629,-0.10737,1.00019,-0.486459,-0.526011,0.394544,-0.295597,-0.094507
2,0.997157,-0.47075,-0.527153,0.414262,-0.288369,-0.101262,1.000414,-0.462747,-0.531534,0.402752,-0.273443,-0.105418,1.01207,-0.46884,-0.526271,0.399848,-0.291026,-0.101541,1.002101,-0.466995,-0.534857,0.384978,-0.287834,-0.119341
3,1.001388,-0.452533,-0.553686,0.387424,-0.291781,-0.131053,0.995375,-0.453522,-0.553237,0.420835,-0.297161,-0.123734,1.002035,-0.448966,-0.555021,0.402933,-0.276963,-0.120665,0.997028,-0.45089,-0.549322,0.394218,-0.309231,-0.108387
4,0.988809,-0.430355,-0.564273,0.405701,-0.282523,-0.11083,1.000597,-0.438256,-0.562983,0.414907,-0.278899,-0.104948,0.993693,-0.430319,-0.561281,0.398979,-0.282128,-0.116795,0.99248,-0.439533,-0.5672,0.415042,-0.284857,-0.117158
5,0.996765,-0.422419,-0.577503,0.414187,-0.266538,-0.143644,0.981815,-0.420953,-0.569743,0.404529,-0.274597,-0.144226,0.994047,-0.414376,-0.577409,0.416893,-0.268053,-0.138995,1.003406,-0.40916,-0.583188,0.420464,-0.269212,-0.149954
6,0.988688,-0.397739,-0.592733,0.416629,-0.271201,-0.109966,0.992613,-0.401746,-0.592379,0.393622,-0.272661,-0.133591,0.987358,-0.400448,-0.581643,0.400894,-0.26999,-0.140004,0.997501,-0.402898,-0.590509,0.405955,-0.280351,-0.148205
7,0.998499,-0.38348,-0.603132,0.395156,-0.262775,-0.174023,0.988479,-0.382065,-0.604487,0.410149,-0.259755,-0.145945,0.992197,-0.385862,-0.612604,0.421615,-0.267914,-0.141616,0.988742,-0.385535,-0.611888,0.423804,-0.276921,-0.140696
8,0.982823,-0.365666,-0.619776,0.396682,-0.266569,-0.148768,0.992358,-0.365556,-0.628888,0.411093,-0.266228,-0.159138,0.983679,-0.368339,-0.635834,0.408695,-0.225567,-0.131705,0.986039,-0.368826,-0.617748,0.399467,-0.252809,-0.142931
9,0.985607,-0.348977,-0.637915,0.386934,-0.253172,-0.149381,0.991973,-0.348056,-0.64704,0.414221,-0.246728,-0.154048,0.974427,-0.34893,-0.646048,0.413951,-0.241321,-0.149471,0.982998,-0.345304,-0.640912,0.417522,-0.260884,-0.170669
