sample_idx,Va_1,Vb_1,Vc_1,Ia_1,Ib_1,Ic_1,Va_5,Vb_5,Vc_5,Ia_5,Ib_5,Ic_5,Va_10,Vb_10,Vc_10,Ia_10,Ib_10,Ic_10,Va_30,Vb_30,Vc_30,Ia_30,Ib_30,Ic_30
0,1.000833,-0.490731,-0.497974,0.606273,-0.447295,-0.148584,0.996229,-0.508509,-0.496655,0.610653,-0.43411,-0.12129,1.000341,-0.502359,-0.507874,0.587326,-0.461151,-0.134615,1.004503,-0.500942,-0.497587,0.593149,-0.441449,-0.13963
1,1.015242,-0.483613,-0.511515,0.60323,-0.453341,-0.170149,0.995466,-0.476748,-0.51299,0.593189,-0.446692,-0.143737,0.996039,-0.483541,-0.518219,0.588985,-0.444011,-0.152972,1.004401,-0.480233,-0.521484,0.605269,-0.465706,-0.125663
2,1.007404,-0.469297,-0.535683,0.601916,-0.421362,-0.166013,0.998571,-0.474206,-0.528726,0.60204,-0.44136,-0.149605,0.995044,-0.464014,-0.531788,0.589229,-0.442142,-0.155392,1.008113,-0.463599,-0.534969,0.600523,-0.423213,-0.164656
3,1.001319,-0.447964,-0.547366,0.596718,-0.425348,-0.161504,1.004078,-0.453866,-0.545134,0.606248,-0.423003,-0.178381,0.99221,-0.447509,-0.554233,0.603083,-0.421424,-0.168481,1.000481,-0.44498,-0.552171,0.60049,-0.433784,-0.153834
4,1.000379,-0.438362,-0.5663,0.627632,-0.425038,-0.183495,0.998537,-0.433394,-0.563323,0.617073,-0.430364,-0.190666,1.003138,-0.42936,-0.556387,0.601102,-0.398917,-0.176679,0.998929,-0.428142,-0.560797,0.615012,-0.427649,-0.176541
5,1.000436,-0.410468,-0.579898,0.614354,-0.415372,-0.193766,1.004928,-0.423709,-0.582082,0.600637,-0.404554,-0.209847,1.002609,-0.414348,-0.581332,0.593342,-0.397172,-0.202942,0.992176,-0.4216,-0.578215,0.615937,-0.421738,-0.178017
6,0.990919,-0.391673,-0.589228,0.599765,-0.402136,-0.193459,0.999573,-0.409944,-0.592979,0.607377,-0.40092,-0.216996,0.990083,-0.39209,-0.59654,0.626381,-0.392084,-0.208868,0.992563,-0.396522,-0.584539,0.609841,-0.402009,-0.219795
7,0.984967,-0.376967,-0.613649,0.596711,-0.399192,-0.217521,0.994297,-0.384311,-0.618791,0.599783,-0.384603,-0.224552,0.986431,-0.382861,-0.602548,0.618558,-0.388542,-0.228604,0.98896,-0.380448,-0.62336,0.609496,-0.423207,-0.204062
8,0.997609,-0.358027,-0.617359,0.608097,-0.389107,-0.218239,0.985221,-0.367366,-0.626318,0.61862,-0.387712,-0.236077,0.990159,-0.362285,-0.621872,0.616362,-0.402805,-0.227143,0.988465,-0.375054,-0.629153,0.612127,-0.365656,-0.239537
9,0.987806,-0.351977,-0.650102,0.606964,-0.385291,-0.242392,0.990968,-0.348755,-0.63767,0.621323,-0.380385,-0.235484,0.990458,-0.345028,-0.64283,0.612327,-0.381374,-0.221771,0.990743,-0.337514,-0.635403,0.635053,-0.383401,-0.238089
