sample_idx,Va_1,Vb_1,Vc_1,Ia_1,Ib_1,Ic_1,Va_5,Vb_5,Vc_5,Ia_5,Ib_5,Ic_5,Va_10,Vb_10,Vc_10,Ia_10,Ib_10,Ic_10,Va_30,Vb_30,Vc_30,Ia_30,Ib_30,Ic_30
0,0.989442,-0.513692,-0.490897,0.639258,-0.524994,-0.176971,0.97572,-0.493926,-0.493409,0.761501,-0.44317,-0.091247,0.982431,-0.531293,-0.497782,0.667685,-0.557932,-0.131835,0.973422,-0.483845,-0.490654,0.653007,-0.505327,-0.18139
1,0.99918,-0.45556,-0.514036,0.679039,-0.54784,-0.156047,0.989503,-0.473778,-0.532099,0.623172,-0.509091,-0.142787,0.987038,-0.509426,-0.510333,0.616339,-0.477236,-0.156425,1.015463,-0.477374,-0.511516,0.655877,-0.428641,-0.156387
2,0.990414,-0.507804,-0.534153,0.688807,-0.434378,-0.233783,1.004468,-0.452816,-0.511787,0.679075,-0.49636,-0.186259,1.002922,-0.447422,-0.54774,0.706098,-0.533002,-0.184069,1.030026,-0.451348,-0.508272,0.607944,-0.450437,-0.15841
3,0.972705,-0.441546,-0.517327,0.678478,-0.416968,-0.127813,0.981579,-0.453112,-0.538634,0.671476,-0.465161,-0.186267,0.954288,-0.424453,-0.560958,0.722529,-0.451669,-0.143231,0.979178,-0.461591,-0.575983,0.615459,-0.487463,-0.12568
4,0.994816,-0.43139,-0.557795,0.700546,-0.49605,-0.182673,1.000915,-0.432989,-0.587821,0.726841,-0.448657,-0.1949,0.981053,-0.414412,-0.563836,0.694975,-0.47806,-0.149883,1.002942,-0.4099,-0.5634,0.69287,-0.421989,-0.196127
5,0.997513,-0.405548,-0.577364,0.686399,-0.527158,-0.200667,1.014528,-0.399545,-0.562796,0.621647,-0.472211,-0.232786,0.987548,-0.397668,-0.608862,0.689073,-0.430296,-0.249649,0.995954,-0.420475,-0.547386,0.671568,-0.442347,-0.24705
6,1.007967,-0.39966,-0.605173,0.719828,-0.384371,-0.214356,0.956977,-0.388117,-0.590799,0.698719,-0.470589,-0.230862,1.007509,-0.378726,-0.645705,0.651399,-0.391885,-0.183586,1.004932,-0.413188,-0.559176,0.67846,-0.37779,-0.239507
7,1.038497,-0.374233,-0.610987,0.629547,-0.449498,-0.199284,0.989538,-0.395581,-0.614801,0.658148,-0.477644,-0.271089,1.002041,-0.36706,-0.574225,0.676629,-0.38901,-0.222465,1.003447,-0.39099,-0.612879,0.767211,-0.420468,-0.28584
8,0.980878,-0.432953,-0.608236,0.662678,-0.447021,-0.218509,0.993625,-0.358122,-0.609016,0.680299,-0.365944,-0.291601,0.96614,-0.392772,-0.613773,0.710278,-0.418875,-0.184289,0.974324,-0.3704,-0.662284,0.636176,-0.524983,-0.27338
9,0.95664,-0.347135,-0.653745,0.670595,-0.384982,-0.236462,0.991015,-0.355815,-0.631624,0.683698,-0.389828,-0.186235,0.960974,-0.379566,-0.647163,0.628105,-0.355945,-0.257022,0.96303,-0.364706,-0.668237,0.68143,-0.336898,-0.234562
10,0.977307,-0.315009,-0.629669,0.622544,-0.353881,-0.369367,0.976872,-0.363694,-0.660484,0.678894,-0.424497,-0.209803,0.965458,-0.320798,-0.688273,0.719007,-0.36382,-0.346319,0.982556,-0.343907,-0.665557,0.718538,-0.376318,-0.295964
11,0.983466,-0.312538,-0.645372,0.740628,-0.372467,-0.304739,0.97612,-0.302872,-0.652525,0.724707,-0.42026,-0.30595,0.955761,-0.29861,-0.637176,0.698951,-0.48241,-0.300328,0.979484,-0.331884,-0.649337,0.652761,-0.357432,-0.2452
12,1.003254,-0.313658,-0.657327,0.719503,-0.449598,-0.279535,0.964292,-0.300437,-0.686595,0.726608,-0.397213,-0.211947,0.96539,-0.331235,-0.682479,0.725012,-0.397458,-0.295267,0.935043,-0.315536,-0.712415,0.675617,-0.37439,-0.258512
13,0.990302,-0.287587,-0.706428,0.70679,-0.340371,-0.326553,0.97808,-0.297903,-0.654295,0.723482,-0.366263,-0.329835,0.966902,-0.262184,-0.708128,0.690726,-0.35496,-0.311275,0.943581,-0.256437,-0.676303,0.705514,-0.406286,-0.326657
14,0.96593,-0.224181,-0.738861,0.705698,-0.382911,-0.341241,0.976031,-0.24567,-0.752801,0.69074,-0.378984,-0.283642,0.96724,-0.237808,-0.708069,0.647658,-0.338174,-0.279471,0.985268,-0.261674,-0.709135,0.715587,-0.361255,-0.362273
15,0.988328,-0.236346,-0.742177,0.717452,-0.360105,-0.320099,0.961152,-0.21028,-0.722457,0.648031,-0.431461,-0.355448,0.95913,-0.257814,-0.718649,0.753046,-0.348765,-0.305613,0.976045,-0.238574,-0.702699,0.690409,-0.374255,-0.34783
16,0.970809,-0.218963,-0.737389,0.735873,-0.391743,-0.4185,1.024825,-0.233692,-0.731772,0.617494,-0.334443,-0.279065,0.989223,-0.206876,-0.728072,0.65217,-0.301907,-0.310998,0.942694,-0.177628,-0.749286,0.664695,-0.319557,-0.292162
17,0.94229,-0.221172,-0.764967,0.648914,-0.281431,-0.377298,0.913783,-0.216844,-0.701452,0.674277,-0.305797,-0.305564,0.991887,-0.216487,-0.738082,0.735996,-0.337798,-0.323111,0.933666,-0.179527,-0.727935,0.722753,-0.355685,-0.333575
18,0.93213,-0.155238,-0.769206,0.671688,-0.445863,-0.357096,0.939862,-0.153526,-0.789559,0.716218,-0.319381,-0.359837,0.931313,-0.178502,-0.739192,0.643362,-0.265657,-0.347286,0.954946,-0.177731,-0.77695,0.664019,-0.379279,-0.433475
19,0.915975,-0.169457,-0.771762,0.683515,-0.37993,-0.366237,0.915189,-0.14833,-0.741767,0.647734,-0.248052,-0.37364,0.918534,-0.181429,-0.765002,0.71636,-0.294834,-0.393651,0.920231,-0.185772,-0.773839,0.61839,-0.290507,-0.354235
20,0.877553,-0.159171,-0.792856,0.639725,-0.286322,-0.404156,0.950641,-0.149653,-0.806177,0.666223,-0.307939,-0.359157,0.952745,-0.156674,-0.747365,0.607868,-0.318089,-0.392395,0.910839,-0.159383,-0.789224,0.605999,-0.360256,-0.423237
21,0.914995,-0.098764,-0.788122,0.663952,-0.259467,-0.328502,0.889526,-0.154351,-0.781231,0.68996,-0.305667,-0.504764,0.925303,-0.106319,-0.793194,0.677114,-0.297784,-0.485256,0.897166,-0.142907,-0.855322,0.661319,-0.338467,-0.342008
22,0.910828,-0.131195,-0.837582,0.668792,-0.275136,-0.447686,0.917276,-0.125631,-0.817914,0.650059,-0.283755,-0.382701,0.897357,-0.10864,-0.782662,0.651032,-0.265239,-0.383226,0.909531,-0.132772,-0.814428,0.659262,-0.273255,-0.375683
23,0.901985,-0.06524,-0.800306,0.678979,-0.215916,-0.401637,0.914098,-0.091134,-0.814235,0.753934,-0.248863,-0.470294,0.905726,-0.060281,-0.843333,0.666636,-0.207176,-0.459161,0.93307,-0.069926,-0.873627,0.713566,-0.237722,-0.433484
24,0.905968,-0.067567,-0.823442,0.71894,-0.251256,-0.43633,0.905165,-0.048355,-0.86363,0.630044,-0.235868,-0.413337,0.897267,-0.09314,-0.848811,0.620216,-0.246842,-0.484862,0.897155,-0.103737,-0.841385,0.678578,-0.243,-0.49141
25,0.874742,-0.024862,-0.860709,0.710044,-0.294463,-0.450928,0.859027,-0.070265,-0.850593,0.679464,-0.234879,-0.465105,0.886485,-0.039184,-0.857951,0.657792,-0.304859,-0.428444,0.882308,0.001529,-0.817103,0.691306,-0.296332,-0.486825
