sample_idx,Va_1,Vb_1,Vc_1,Ia_1,Ib_1,Ic_1,Va_5,Vb_5,Vc_5,Ia_5,Ib_5,Ic_5,Va_10,Vb_10,Vc_10,Ia_10,Ib_10,Ic_10,Va_30,Vb_30,Vc_30,Ia_30,Ib_30,Ic_30
0,1.003945,-0.499047,-0.495112,0.543317,-0.407137,-0.134069,0.9979,-0.503079,-0.491043,0.543129,-0.404161,-0.136764,1.001643,-0.509257,-0.494992,0.535744,-0.400873,-0.117495,0.995468,-0.50067,-0.498364,0.518701,-0.39633,-0.107532
1,0.994928,-0.481772,-0.518306,0.529491,-0.388763,-0.127172,1.00347,-0.485546,-0.519017,0.52479,-0.395649,-0.141255,1.003047,-0.48102,-0.518819,0.524311,-0.402845,-0.137949,0.999854,-0.484575,-0.510384,0.518344,-0.404702,-0.125891
2,0.9898,-0.459716,-0.532812,0.544291,-0.395737,-0.130426,0.997487,-0.46421,-0.529051,0.52126,-0.385151,-0.158372,0.998949,-0.474013,-0.534892,0.528392,-0.396141,-0.136847,0.999275,-0.461392,-0.537059,0.541626,-0.392347,-0.1426
3,1.003895,-0.44922,-0.547846,0.53459,-0.384311,-0.152825,1.004931,-0.452948,-0.544171,0.548782,-0.363687,-0.132449,1.000465,-0.446159,-0.541712,0.556915,-0.376103,-0.164485,1.005262,-0.450216,-0.53934,0.520597,-0.388591,-0.141092
4,1.002783,-0.432636,-0.555698,0.539761,-0.378477,-0.156623,1.009249,-0.425237,-0.556981,0.544669,-0.384566,-0.156284,0.99505,-0.427765,-0.56591,0.546565,-0.37703,-0.164303,0.996407,-0.433236,-0.564249,0.530604,-0.380234,-0.172986
5,0.995675,-0.426618,-0.578591,0.537945,-0.384752,-0.169748,0.992991,-0.422846,-0.570872,0.570308,-0.37465,-0.158157,0.990195,-0.420654,-0.577835,0.560449,-0.381361,-0.171835,0.992015,-0.416298,-0.573218,0.531278,-0.347029,-0.192181
6,0.991127,-0.394163,-0.598788,0.55008,-0.36104,-0.17252,0.995679,-0.402238,-0.591624,0.545749,-0.363196,-0.178621,0.999562,-0.392667,-0.595281,0.549695,-0.347921,-0.186883,0.998859,-0.398829,-0.584963,0.556744,-0.36951,-0.171027
7,0.997159,-0.387612,-0.606821,0.553606,-0.356731,-0.182968,1.001104,-0.381825,-0.604668,0.540402,-0.354664,-0.197333,0.996256,-0.389599,-0.60914,0.540817,-0.346606,-0.218764,0.987166,-0.382362,-0.615561,0.564338,-0.337932,-0.195428
8,1.00301,-0.360334,-0.624003,0.555731,-0.348515,-0.211953,0.992539,-0.359817,-0.621491,0.54118,-0.342521,-0.199962,0.988218,-0.367874,-0.624108,0.559515,-0.339341,-0.194291,0.990707,-0.360148,-0.625288,0.562551,-0.329591,-0.205875
9,0.993405,-0.345501,-0.641753,0.554763,-0.336215,-0.216434,0.982262,-0.354067,-0.642658,0.561221,-0.339289,-0.214662,0.983954,-0.345036,-0.637979,0.555631,-0.324363,-0.203661,0.995257,-0.347757,-0.641674,0.540117,-0.33965,-0.210252
10,0.982203,-0.323243,-0.654285,0.552582,-0.302072,-0.217729,0.994301,-0.322487,-0.655535,0.565446,-0.339316,-0.217591,0.978258,-0.32529,-0.64779,0.569807,-0.331254,-0.221116,0.981205,-0.329394,-0.654151,0.556476,-0.337146,-0.23341
11,0.980674,-0.311131,-0.66936,0.558566,-0.321582,-0.231717,0.990258,-0.311167,-0.664043,0.559311,-0.319323,-0.23236,0.983705,-0.301724,-0.664465,0.549022,-0.308342,-0.223231,0.972221,-0.310579,-0.668147,0.545001,-0.310055,-0.23243
12,0.968634,-0.293646,-0.680297,0.562022,-0.306681,-0.239961,0.976714,-0.291181,-0.67633,0.541694,-0.312029,-0.243305,0.974988,-0.288349,-0.684039,0.541525,-0.292859,-0.245066,0.975444,-0.287357,-0.679927,0.556615,-0.305086,-0.244751
13,0.956004,-0.275182,-0.698162,0.540679,-0.320056,-0.258302,0.963817,-0.277178,-0.691375,0.550287,-0.289688,-0.260393,0.968335,-0.272099,-0.692514,0.542036,-0.317385,-0.242683,0.967952,-0.27039,-0.701221,0.587361,-0.307146,-0.256482
14,0.966794,-0.262135,-0.713664,0.548363,-0.298193,-0.260094,0.975322,-0.250874,-0.716634,0.556735,-0.301254,-0.237271,0.960412,-0.258547,-0.708995,0.524755,-0.289325,-0.261946,0.9667,-0.254504,-0.707588,0.553586,-0.305719,-0.263737
15,0.95936,-0.235687,-0.726805,0.54893,-0.271665,-0.276781,0.95786,-0.236005,-0.720405,0.553998,-0.275721,-0.259755,0.964321,-0.243984,-0.716119,0.562322,-0.276983,-0.265128,0.960578,-0.233141,-0.712325,0.561764,-0.284327,-0.270906
16,0.967036,-0.217883,-0.728334,0.553029,-0.269007,-0.264977,0.939471,-0.226927,-0.740416,0.562727,-0.275932,-0.278811,0.954248,-0.212872,-0.731324,0.575938,-0.28248,-0.289395,0.952843,-0.218385,-0.732646,0.566464,-0.279584,-0.27105
17,0.949886,-0.19476,-0.750296,0.546906,-0.281983,-0.279584,0.943863,-0.206638,-0.745967,0.547011,-0.277034,-0.289576,0.940668,-0.196696,-0.755083,0.558346,-0.262584,-0.284527,0.947073,-0.202883,-0.748696,0.556316,-0.288376,-0.288039
18,0.950881,-0.192236,-0.758462,0.557926,-0.258722,-0.301327,0.94113,-0.182776,-0.755704,0.572895,-0.265418,-0.296053,0.941012,-0.18368,-0.767612,0.544582,-0.247108,-0.291772,0.944677,-0.197443,-0.762896,0.550164,-0.266856,-0.279551
19,0.943194,-0.155579,-0.77286,0.559317,-0.241668,-0.297773,0.934995,-0.161108,-0.767606,0.55001,-0.252138,-0.300565,0.941185,-0.157798,-0.769188,0.547455,-0.26487,-0.309442,0.935508,-0.165309,-0.770393,0.561131,-0.243946,-0.311211
20,0.92297,-0.149537,-0.784575,0.563703,-0.233843,-0.291745,0.934658,-0.15275,-0.782621,0.562086,-0.226571,-0.304265,0.93036,-0.143818,-0.783149,0.540754,-0.228055,-0.322622,0.92819,-0.150238,-0.782063,0.536445,-0.242015,-0.306837
21,0.920782,-0.125394,-0.797149,0.562178,-0.239936,-0.317861,0.929162,-0.132002,-0.785732,0.553332,-0.223508,-0.321666,0.916523,-0.131997,-0.797622,0.556025,-0.22954,-0.310982,0.923428,-0.127685,-0.795551,0.551184,-0.229018,-0.324136
22,0.91398,-0.12123,-0.807378,0.551877,-0.217907,-0.35459,0.908631,-0.106551,-0.805295,0.52943,-0.224071,-0.325346,0.906282,-0.111033,-0.810253,0.557303,-0.211653,-0.333819,0.914887,-0.107533,-0.805657,0.557996,-0.231715,-0.325224
23,0.899811,-0.089288,-0.824289,0.550037,-0.204295,-0.327712,0.900871,-0.083131,-0.820097,0.550882,-0.201105,-0.339681,0.902959,-0.087104,-0.821947,0.534337,-0.219374,-0.347893,0.910769,-0.094699,-0.823728,0.551851,-0.211481,-0.32763
24,0.902405,-0.072207,-0.832413,0.55372,-0.201522,-0.336249,0.901593,-0.073,-0.823228,0.541692,-0.200951,-0.331037,0.900453,-0.069867,-0.825721,0.528789,-0.196421,-0.340734,0.9007,-0.076956,-0.826347,0.538504,-0.221311,-0.339661
25,0.891268,-0.048197,-0.833708,0.545872,-0.195568,-0.363427,0.887985,-0.060143,-0.846351,0.544864,-0.20576,-0.359733,0.88577,-0.050328,-0.84204,0.543072,-0.184092,-0.362047,0.883826,-0.049177,-0.844064,0.561496,-0.198133,-0.351138
26,0.877432,-0.030929,-0.839187,0.543996,-0.171763,-0.380492,0.881428,-0.033984,-0.858711,0.538702,-0.197549,-0.382276,0.894449,-0.03143,-0.850928,0.529239,-0.181977,-0.37352,0.884351,-0.033823,-0.854209,0.549104,-0.187555,-0.38717
