sample_idx,Va_1,Vb_1,Vc_1,Ia_1,Ib_1,Ic_1,Va_5,Vb_5,Vc_5,Ia_5,Ib_5,Ic_5,Va_10,Vb_10,Vc_10,Ia_10,Ib_10,Ic_10,Va_30,Vb_30,Vc_30,Ia_30,Ib_30,Ic_30
0,1.007092,-0.488443,-0.506917,0.323888,-0.260399,-0.071467,0.994335,-0.502188,-0.501669,0.321824,-0.233947,-0.07091,1.003567,-0.49617,-0.496133,0.329281,-0.251803,-0.067779,1.003039,-0.500103,-0.504339,0.303792,-0.239075,-0.057113
1,1.000433,-0.475335,-0.513314,0.333285,-0.256284,-0.08178,1.003049,-0.483735,-0.520394,0.338412,-0.246691,-0.076318,0.997722,-0.482814,-0.518981,0.344154,-0.235832,-0.07939,0.996558,-0.475693,-0.518735,0.32426,-0.245745,-0.072947
2,0.999944,-0.456728,-0.528288,0.313593,-0.239191,-0.083848,0.995442,-0.461879,-0.523734,0.334517,-0.218521,-0.090335,0.999144,-0.456236,-0.529699,0.322813,-0.245042,-0.087311,0.99708,-0.475359,-0.529366,0.329457,-0.229047,-0.083748
3,0.992674,-0.44951,-0.549089,0.330809,-0.235656,-0.079787,1.007217,-0.440554,-0.552607,0.344246,-0.246139,-0.091949,0.991281,-0.448049,-0.550844,0.328655,-0.227071,-0.092803,0.990834,-0.445575,-0.543234,0.325553,-0.216815,-0.091452
4,0.997128,-0.428887,-0.56149,0.32913,-0.22624,-0.099184,0.997155,-0.43038,-0.569625,0.342382,-0.226577,-0.111599,1.003412,-0.439243,-0.567185,0.345132,-0.229074,-0.098495,0.997727,-0.436262,-0.566891,0.311859,-0.252233,-0.103458
5,0.992803,-0.409445,-0.580311,0.324708,-0.233859,-0.09823,0.989374,-0.414914,-0.587497,0.322185,-0.22054,-0.123142,0.997597,-0.413941,-0.577559,0.33709,-0.21707,-0.124736,0.999052,-0.409984,-0.582621,0.333054,-0.2253,-0.101701
6,0.993163,-0.397243,-0.594248,0.324396,-0.210287,-0.108596,0.985712,-0.398038,-0.593603,0.346196,-0.213718,-0.113882,0.99371,-0.396832,-0.600486,0.348806,-0.236206,-0.111049,0.984935,-0.39349,-0.603213,0.336675,-0.213419,-0.113009
7,0.982428,-0.373041,-0.600754,0.321407,-0.211991,-0.127714,0.994163,-0.376495,-0.612054,0.337205,-0.225704,-0.144717,0.984702,-0.384881,-0.615529,0.321873,-0.216959,-0.118136,0.991161,-0.390457,-0.597984,0.315289,-0.212243,-0.118697
8,0.986257,-0.366298,-0.629006,0.338141,-0.214662,-0.135298,0.985316,-0.36866,-0.618888,0.33705,-0.209758,-0.112813,0.985086,-0.365003,-0.624869,0.341362,-0.201234,-0.118822,0.981474,-0.370476,-0.630165,0.330901,-0.201927,-0.105241
9,0.979742,-0.337007,-0.644913,0.323634,-0.210869,-0.137572,0.985387,-0.356303,-0.643861,0.309773,-0.197699,-0.139465,0.98445,-0.343974,-0.642286,0.329994,-0.204073,-0.128518,0.984555,-0.350201,-0.636979,0.329873,-0.211776,-0.126689
10,0.97653,-0.332114,-0.661537,0.34184,-0.205197,-0.124361,0.986037,-0.331598,-0.650263,0.330041,-0.192588,-0.121994,0.973975,-0.331365,-0.666094,0.337988,-0.195163,-0.131208,0.983308,-0.326217,-0.65063,0.335852,-0.203359,-0.133592
11,0.985136,-0.309847,-0.680017,0.31999,-0.199461,-0.137746,0.980499,-0.320191,-0.667785,0.35507,-0.199547,-0.139506,0.977454,-0.30817,-0.669648,0.340214,-0.199319,-0.141403,0.986715,-0.317422,-0.66228,0.336506,-0.211041,-0.151732
12,0.971852,-0.301691,-0.682772,0.344269,-0.181887,-0.14612,0.973684,-0.291041,-0.676465,0.350483,-0.211409,-0.131791,0.97029,-0.289287,-0.684672,0.348178,-0.198895,-0.162048,0.980947,-0.290785,-0.683094,0.343303,-0.198689,-0.160535
