sample_idx,Va_1,Vb_1,Vc_1,Ia_1,Ib_1,Ic_1,Va_5,Vb_5,Vc_5,Ia_5,Ib_5,Ic_5,Va_10,Vb_10,Vc_10,Ia_10,Ib_10,Ic_10,Va_30,Vb_30,Vc_30,Ia_30,Ib_30,Ic_30
0,1.000745,-0.508959,-0.510743,0.487374,-0.392825,-0.128045,1.005673,-0.502793,-0.496668,0.478234,-0.386079,-0.119334,1.007058,-0.510737,-0.493185,0.497228,-0.373982,-0.098444,0.997744,-0.500373,-0.500594,0.468174,-0.368132,-0.111001
1,1.006983,-0.489898,-0.514088,0.478148,-0.373759,-0.135091,1.001812,-0.487002,-0.521927,0.492425,-0.381952,-0.119893,1.001663,-0.487526,-0.518887,0.49991,-0.354406,-0.119807,1.004277,-0.478402,-0.52363,0.500796,-0.34412,-0.123726
2,0.997369,-0.464387,-0.529009,0.502534,-0.366403,-0.110719,0.991019,-0.481274,-0.530961,0.489285,-0.369721,-0.131969,0.996983,-0.468807,-0.51771,0.483791,-0.360742,-0.130172,1.000775,-0.471983,-0.534943,0.477703,-0.350563,-0.124595
3,1.003047,-0.44757,-0.545705,0.511407,-0.333462,-0.145947,0.996813,-0.446045,-0.545985,0.485841,-0.358202,-0.121598,1.002484,-0.443561,-0.542568,0.487601,-0.325541,-0.156748,0.993438,-0.45293,-0.541816,0.469257,-0.341005,-0.127779
4,0.990048,-0.432139,-0.56341,0.476874,-0.347292,-0.140116,0.992381,-0.430367,-0.563093,0.493634,-0.335513,-0.16037,0.998022,-0.437991,-0.568225,0.498907,-0.335345,-0.13728,0.992014,-0.426681,-0.562961,0.49873,-0.350721,-0.128491
5,0.998563,-0.411631,-0.587952,0.4994,-0.326206,-0.14448,0.989519,-0.416226,-0.576465,0.503703,-0.333164,-0.153549,1.000666,-0.422598,-0.577085,0.495093,-0.334729,-0.150052,0.995622,-0.4145,-0.584506,0.486666,-0.329574,-0.146847
6,0.987818,-0.402976,-0.597002,0.49128,-0.32422,-0.188503,0.988531,-0.399806,-0.604729,0.500286,-0.331605,-0.19077,0.990413,-0.398573,-0.592949,0.501498,-0.330577,-0.159081,0.996091,-0.40645,-0.589004,0.494266,-0.331209,-0.166411
7,0.993999,-0.391616,-0.602777,0.494652,-0.311303,-0.183289,0.990106,-0.375574,-0.6039,0.497465,-0.336111,-0.167577,0.999065,-0.383078,-0.606165,0.506344,-0.318648,-0.188142,0.997727,-0.376593,-0.604747,0.496971,-0.298705,-0.17023
8,0.991314,-0.366812,-0.624439,0.491005,-0.321934,-0.193976,0.999187,-0.376889,-0.637765,0.510048,-0.297342,-0.171025,1.004865,-0.368399,-0.630651,0.50965,-0.291934,-0.169195,0.977198,-0.366086,-0.626558,0.486673,-0.323072,-0.188931
9,0.977017,-0.345383,-0.648553,0.512913,-0.313573,-0.202096,0.985601,-0.345684,-0.639994,0.489848,-0.315045,-0.177891,0.990065,-0.345221,-0.641587,0.51616,-0.317972,-0.175136,0.98775,-0.343523,-0.63841,0.507511,-0.313601,-0.222022
10,0.981436,-0.324051,-0.657457,0.495558,-0.311195,-0.222148,0.97647,-0.329037,-0.660437,0.500692,-0.313582,-0.215973,0.982143,-0.323861,-0.657699,0.518861,-0.306975,-0.208138,0.982211,-0.325026,-0.660011,0.510296,-0.292675,-0.202533
11,0.986485,-0.313118,-0.673044,0.512723,-0.299609,-0.20269,0.984948,-0.307099,-0.667734,0.502248,-0.302513,-0.21052,0.986334,-0.303144,-0.669633,0.48184,-0.281611,-0.21977,0.962169,-0.302833,-0.663001,0.51836,-0.292726,-0.194387
12,0.979482,-0.300827,-0.683648,0.515223,-0.295368,-0.214801,0.979994,-0.295402,-0.684885,0.51876,-0.274253,-0.226259,0.973135,-0.289234,-0.67693,0.482018,-0.302211,-0.205714,0.984452,-0.287037,-0.689385,0.506907,-0.279131,-0.224816
13,0.966493,-0.275852,-0.690755,0.504329,-0.275866,-0.219113,0.969839,-0.285534,-0.703135,0.508134,-0.278427,-0.226874,0.96779,-0.277667,-0.694789,0.498719,-0.279983,-0.231507,0.971328,-0.271515,-0.699903,0.487852,-0.276423,-0.213611
14,0.956267,-0.251242,-0.71578,0.507196,-0.273611,-0.242864,0.962528,-0.255293,-0.707528,0.494574,-0.268531,-0.241391,0.963683,-0.266707,-0.707538,0.524075,-0.273451,-0.22066,0.963821,-0.261678,-0.7165,0.521465,-0.253037,-0.226625
15,0.956407,-0.229667,-0.717771,0.51169,-0.263131,-0.235278,0.956772,-0.244515,-0.724179,0.477338,-0.280486,-0.249144,0.961569,-0.232461,-0.71859,0.500741,-0.258036,-0.231746,0.956501,-0.24571,-0.719737,0.508708,-0.255795,-0.247252
16,0.948497,-0.21153,-0.739658,0.503321,-0.246082,-0.259913,0.959033,-0.219018,-0.730638,0.534157,-0.260512,-0.248323,0.9493,-0.21456,-0.738161,0.523747,-0.276085,-0.256395,0.955416,-0.218837,-0.728168,0.485408,-0.243487,-0.260684
17,0.939543,-0.19731,-0.753757,0.524301,-0.230767,-0.2649,0.951498,-0.197081,-0.748541,0.500103,-0.23385,-0.272736,0.948332,-0.204375,-0.744558,0.515331,-0.245929,-0.262759,0.953052,-0.200649,-0.749847,0.512858,-0.241681,-0.252044
18,0.942434,-0.188417,-0.753891,0.483818,-0.233707,-0.285202,0.940357,-0.184724,-0.759204,0.527295,-0.249659,-0.277297,0.945376,-0.193265,-0.758149,0.51078,-0.251048,-0.286364,0.949254,-0.181536,-0.751948,0.488929,-0.244002,-0.28441
19,0.943136,-0.16948,-0.76871,0.496026,-0.231228,-0.28426,0.939127,-0.169244,-0.77161,0.535459,-0.228121,-0.27276,0.934708,-0.172741,-0.780122,0.503565,-0.225441,-0.278571,0.941848,-0.161057,-0.779326,0.477298,-0.224452,-0.27428
20,0.925547,-0.143525,-0.779576,0.506694,-0.203033,-0.2867,0.933485,-0.133905,-0.780302,0.49226,-0.23608,-0.268993,0.928332,-0.157897,-0.773575,0.514997,-0.22101,-0.311158,0.924661,-0.146742,-0.788628,0.514665,-0.21249,-0.292065
21,0.924004,-0.124095,-0.787074,0.490372,-0.206974,-0.286399,0.928023,-0.130171,-0.79366,0.511995,-0.219733,-0.28542,0.919627,-0.134744,-0.792778,0.496389,-0.220696,-0.280593,0.924935,-0.127257,-0.788507,0.511943,-0.222609,-0.297082
22,0.908371,-0.104584,-0.797468,0.497373,-0.20373,-0.30877,0.920729,-0.115307,-0.809569,0.513794,-0.183764,-0.305362,0.921788,-0.106931,-0.802403,0.510903,-0.182711,-0.286835,0.920785,-0.102913,-0.809415,0.508047,-0.204304,-0.278228
23,0.909949,-0.082366,-0.822661,0.509091,-0.175825,-0.301035,0.91573,-0.090467,-0.824208,0.51119,-0.196286,-0.293096,0.902179,-0.092634,-0.813072,0.518693,-0.203571,-0.309059,0.913087,-0.087556,-0.820678,0.50253,-0.196461,-0.304387
24,0.896915,-0.072148,-0.828543,0.489727,-0.168527,-0.301906,0.898006,-0.083663,-0.828291,0.522301,-0.171078,-0.308054,0.897222,-0.072678,-0.818835,0.509295,-0.179478,-0.325833,0.903467,-0.066495,-0.83668,0.482311,-0.193245,-0.320238
25,0.894664,-0.053627,-0.849775,0.518577,-0.156102,-0.329926,0.893516,-0.05514,-0.834938,0.504146,-0.178505,-0.32173,0.89508,-0.054358,-0.838226,0.502747,-0.180266,-0.326085,0.891997,-0.047609,-0.834446,0.514035,-0.181322,-0.310442
26,0.884916,-0.038722,-0.848273,0.508585,-0.146103,-0.33021,0.883263,-0.040983,-0.845471,0.496812,-0.167935,-0.339474,0.874771,-0.02698,-0.84949,0.50839,-0.177743,-0.32817,0.882384,-0.02696,-0.856429,0.486181,-0.171062,-0.341449
27,0.88056,-0.014273,-0.85823,0.501785,-0.153807,-0.335626,0.88196,-0.019793,-0.858378,0.506658,-0.149538,-0.339372,0.86612,0.000206,-0.860392,0.492132,-0.159443,-0.342497,0.873651,-0.01989,-0.851699,0.501009,-0.157338,-0.351939
28,0.859835,-0.00016,-0.869358,0.478864,-0.140595,-0.343053,0.862609,0.005129,-0.865686,0.485854,-0.132793,-0.335046,0.85548,0.009252,-0.872395,0.518719,-0.153247,-0.350685,0.854807,0.004642,-0.867607,0.51908,-0.147487,-0.339169
29,0.859146,0.020817,-0.874069,0.488892,-0.148349,-0.34358,0.856067,0.015858,-0.870429,0.48956,-0.137775,-0.353719,0.858609,0.008841,-0.875473,0.486922,-0.13655,-0.334753,0.856712,0.021396,-0.886045,0.481648,-0.132479,-0.35189
30,0.837845,0.048274,-0.888144,0.488105,-0.147146,-0.359754,0.84598,0.040799,-0.891029,0.484083,-0.10962,-0.3553,0.836537,0.04315,-0.886425,0.507894,-0.123974,-0.361328,0.836514,0.037665,-0.892686,0.484632,-0.126043,-0.350301
31,0.834776,0.065085,-0.899881,0.485463,-0.117483,-0.3622,0.827519,0.064785,-0.891302,0.47912,-0.122121,-0.352788,0.828874,0.060163,-0.888074,0.49086,-0.136234,-0.366462,0.826476,0.072337,-0.896263,0.501052,-0.122304,-0.365099
32,0.825616,0.083278,-0.904629,0.484026,-0.107793,-0.381918,0.822079,0.072996,-0.901847,0.489707,-0.123647,-0.369246,0.831089,0.071215,-0.892673,0.508968,-0.110359,-0.368593,0.825598,0.07779,-0.907899,0.497357,-0.115783,-0.388992
33,0.810393,0.099159,-0.916916,0.496711,-0.104341,-0.391055,0.806851,0.096493,-0.903754,0.487666,-0.108504,-0.394722,0.815151,0.10059,-0.904115,0.469696,-0.10698,-0.384205,0.812266,0.098585,-0.909143,0.48269,-0.099041,-0.376705
34,0.803609,0.121265,-0.921991,0.471643,-0.096483,-0.382859,0.803483,0.115158,-0.921719,0.47729,-0.094146,-0.374628,0.800983,0.118114,-0.916905,0.47481,-0.064928,-0.394005,0.805933,0.119018,-0.919769,0.485084,-0.098594,-0.382382
