sample_idx,Va_1,Vb_1,Vc_1,Ia_1,Ib_1,Ic_1,Va_5,Vb_5,Vc_5,Ia_5,Ib_5,Ic_5,Va_10,Vb_10,Vc_10,Ia_10,Ib_10,Ic_10,Va_30,Vb_30,Vc_30,Ia_30,Ib_30,Ic_30
0,0.997406,-0.502727,-0.498127,0.640929,-0.485076,-0.162176,0.989276,-0.493337,-0.501145,0.627163,-0.489439,-0.153705,1.002492,-0.496131,-0.497814,0.647322,-0.487444,-0.141009,1.006927,-0.509685,-0.500417,0.623131,-0.493426,-0.144769
1,0.997931,-0.483027,-0.511631,0.628342,-0.50036,-0.141064,1.001443,-0.47649,-0.510346,0.63532,-0.475069,-0.162915,1.006062,-0.493977,-0.512489,0.641694,-0.4818,-0.151282,0.997067,-0.489963,-0.515055,0.648472,-0.502969,-0.155936
2,1.002848,-0.46072,-0.525337,0.642451,-0.474785,-0.182436,0.993243,-0.463525,-0.526656,0.634962,-0.483704,-0.181688,0.998744,-0.468382,-0.528836,0.636116,-0.472885,-0.168716,1.001852,-0.468754,-0.527484,0.646974,-0.46873,-0.167106
3,0.996796,-0.448663,-0.548905,0.647947,-0.452868,-0.196615,1.005852,-0.449105,-0.553522,0.643086,-0.467739,-0.174503,1.00296,-0.45058,-0.554037,0.655149,-0.463673,-0.18162,0.99206,-0.451293,-0.554127,0.636441,-0.475139,-0.192431
4,0.991085,-0.43437,-0.561246,0.657877,-0.449623,-0.201573,0.99968,-0.438682,-0.568087,0.644964,-0.457588,-0.205251,0.999642,-0.437236,-0.564829,0.65071,-0.456857,-0.193743,0.993445,-0.436901,-0.569326,0.640484,-0.464717,-0.179531
5,0.993811,-0.413643,-0.578878,0.662595,-0.439578,-0.194791,0.996782,-0.420257,-0.571257,0.658871,-0.445741,-0.207872,0.996016,-0.419069,-0.574004,0.654454,-0.435673,-0.227892,0.991811,-0.417616,-0.577605,0.663446,-0.444079,-0.217612
6,0.995496,-0.396461,-0.592859,0.655592,-0.430198,-0.219836,0.990729,-0.394911,-0.588929,0.648533,-0.444175,-0.221647,0.991656,-0.393883,-0.592277,0.646618,-0.422664,-0.225708,0.987956,-0.403319,-0.592274,0.645637,-0.425047,-0.232459
7,0.991652,-0.385181,-0.611947,0.649689,-0.443858,-0.248297,0.992975,-0.372628,-0.605151,0.666617,-0.43009,-0.235911,0.988195,-0.384679,-0.609436,0.663872,-0.412395,-0.228,0.998294,-0.385712,-0.613725,0.663113,-0.427792,-0.225171
8,0.995641,-0.359871,-0.627283,0.660682,-0.42332,-0.238311,0.982855,-0.355975,-0.620618,0.664815,-0.415804,-0.237986,0.981545,-0.360684,-0.625153,0.63918,-0.4418,-0.239004,0.993634,-0.361187,-0.628037,0.663512,-0.420757,-0.247524
9,0.988349,-0.345073,-0.638333,0.668482,-0.410551,-0.239272,0.986158,-0.349731,-0.645358,0.656483,-0.418593,-0.275281,0.986547,-0.348078,-0.636347,0.675464,-0.420844,-0.247291,0.982853,-0.342302,-0.644044,0.65708,-0.408702,-0.250111
10,0.972942,-0.329395,-0.648749,0.661432,-0.388077,-0.271027,0.984071,-0.333071,-0.65616,0.668022,-0.388256,-0.249403,0.978517,-0.321693,-0.650116,0.659738,-0.399409,-0.261237,0.973071,-0.327973,-0.659593,0.699134,-0.407244,-0.276663
11,0.977775,-0.311173,-0.6685,0.673611,-0.385763,-0.275729,0.973506,-0.314391,-0.672952,0.675467,-0.38784,-0.294437,0.979036,-0.309082,-0.668383,0.666874,-0.37076,-0.271766,0.98204,-0.314751,-0.68474,0.658059,-0.374968,-0.274025
12,0.978721,-0.288883,-0.687525,0.665923,-0.391452,-0.302072,0.970753,-0.296929,-0.685988,0.662738,-0.389151,-0.280547,0.977142,-0.293163,-0.684918,0.6764,-0.366801,-0.297544,0.973881,-0.295602,-0.676931,0.660798,-0.37628,-0.27947
13,0.96343,-0.27538,-0.704834,0.671029,-0.3742,-0.302867,0.971701,-0.266802,-0.689063,0.635894,-0.363284,-0.300117,0.968327,-0.274357,-0.693705,0.658698,-0.355633,-0.288503,0.971697,-0.271261,-0.68356,0.675852,-0.362231,-0.288209
14,0.963719,-0.261614,-0.70071,0.661331,-0.339493,-0.318592,0.970649,-0.259066,-0.711457,0.681601,-0.370119,-0.296776,0.965352,-0.254924,-0.702768,0.659661,-0.349875,-0.307452,0.964155,-0.254865,-0.702975,0.687317,-0.34196,-0.325935
15,0.965283,-0.23301,-0.72136,0.665183,-0.33912,-0.295642,0.968649,-0.235629,-0.710396,0.661136,-0.335402,-0.332147,0.96146,-0.235043,-0.721348,0.663459,-0.347374,-0.33692,0.963189,-0.234547,-0.72518,0.657556,-0.341225,-0.324391
16,0.957631,-0.224832,-0.732449,0.678426,-0.336194,-0.340244,0.958548,-0.219393,-0.73672,0.644907,-0.318032,-0.35306,0.965411,-0.217631,-0.730384,0.680516,-0.340897,-0.343184,0.953798,-0.220602,-0.734819,0.650329,-0.332259,-0.347428
