sample_idx,Va_1,Vb_1,Vc_1,Ia_1,Ib_1,Ic_1,Va_5,Vb_5,Vc_5,Ia_5,Ib_5,Ic_5,Va_10,Vb_10,Vc_10,Ia_10,Ib_10,Ic_10,Va_30,Vb_30,Vc_30,Ia_30,Ib_30,Ic_30
0,0.993636,-0.49936,-0.497532,0.662237,-0.518102,-0.146752,0.996786,-0.497217,-0.504232,0.660326,-0.502515,-0.17085,0.999504,-0.504036,-0.492054,0.678574,-0.519654,-0.160779,1.003095,-0.499545,-0.500344,0.682917,-0.520425,-0.141384
1,1.002989,-0.484066,-0.510288,0.691737,-0.502788,-0.175679,0.998383,-0.474128,-0.519044,0.658542,-0.509716,-0.179957,0.998305,-0.48488,-0.50898,0.667487,-0.519374,-0.176635,0.993736,-0.474264,-0.510755,0.668538,-0.510978,-0.155206
2,0.994445,-0.474591,-0.529026,0.672407,-0.491332,-0.170224,1.007735,-0.467531,-0.525449,0.687184,-0.50059,-0.181454,0.993488,-0.468743,-0.532826,0.684968,-0.491025,-0.166841,0.99585,-0.461723,-0.534186,0.679354,-0.48587,-0.178229
3,0.992659,-0.451121,-0.552673,0.678348,-0.504499,-0.205458,0.998595,-0.455433,-0.538715,0.681707,-0.480225,-0.183994,1.00089,-0.447745,-0.55478,0.680205,-0.492227,-0.189608,0.998259,-0.445393,-0.544577,0.680596,-0.495842,-0.203057
4,1.001073,-0.434935,-0.564646,0.682732,-0.470836,-0.215904,1.007126,-0.439108,-0.558605,0.683134,-0.485515,-0.220423,0.99247,-0.435275,-0.568676,0.680744,-0.482318,-0.209428,1.002433,-0.427144,-0.567164,0.68056,-0.479091,-0.214202
5,0.986419,-0.416401,-0.583844,0.687105,-0.481713,-0.216289,0.999287,-0.420032,-0.596601,0.674893,-0.466396,-0.219547,1.000273,-0.416203,-0.579533,0.664121,-0.482331,-0.213116,0.993065,-0.423719,-0.574578,0.683516,-0.478252,-0.219191
6,0.990158,-0.395522,-0.591725,0.690502,-0.459181,-0.227703,0.993094,-0.40551,-0.600429,0.70081,-0.468606,-0.240645,0.999774,-0.400056,-0.59262,0.675143,-0.460354,-0.217729,0.995065,-0.388362,-0.596528,0.702982,-0.477513,-0.239744
7,0.997661,-0.383121,-0.60572,0.708974,-0.449506,-0.24602,0.993198,-0.371667,-0.602847,0.690464,-0.438252,-0.248278,0.981847,-0.378517,-0.614217,0.697593,-0.435855,-0.23556,0.979388,-0.379611,-0.613697,0.702657,-0.454803,-0.230783
8,0.985964,-0.368618,-0.62069,0.689635,-0.427973,-0.249386,0.987445,-0.364331,-0.619634,0.687192,-0.442652,-0.258489,0.992562,-0.357824,-0.624929,0.687525,-0.429685,-0.254176,0.985962,-0.366334,-0.621188,0.691793,-0.433693,-0.259852
9,0.975524,-0.345501,-0.634343,0.693604,-0.427336,-0.271688,0.991832,-0.346189,-0.631052,0.686909,-0.440025,-0.268044,0.996689,-0.348999,-0.633947,0.704271,-0.417177,-0.264339,0.983868,-0.346119,-0.643457,0.697119,-0.42191,-0.267096
10,0.976267,-0.33363,-0.65304,0.720463,-0.429612,-0.283231,0.977178,-0.326547,-0.651913,0.724743,-0.410431,-0.2867,0.981064,-0.331537,-0.649438,0.688894,-0.43045,-0.285024,0.981031,-0.336698,-0.665297,0.708674,-0.429407,-0.293953
11,0.978039,-0.312342,-0.665566,0.674182,-0.401774,-0.289348,0.974452,-0.305829,-0.673565,0.70064,-0.417813,-0.291886,0.977298,-0.303336,-0.662272,0.703353,-0.395143,-0.29176,0.980928,-0.314936,-0.667874,0.693158,-0.403669,-0.284588
12,0.980202,-0.295376,-0.682856,0.70056,-0.404694,-0.321971,0.973218,-0.294821,-0.671817,0.686264,-0.403656,-0.307962,0.97577,-0.281092,-0.682019,0.697245,-0.394325,-0.319138,0.974864,-0.294253,-0.677744,0.711705,-0.406793,-0.305178
