sample_idx,Va_1,Vb_1,Vc_1,Ia_1,Ib_1,Ic_1,Va_5,Vb_5,Vc_5,Ia_5,Ib_5,Ic_5,Va_10,Vb_10,Vc_10,Ia_10,Ib_10,Ic_10,Va_30,Vb_30,Vc_30,Ia_30,Ib_30,Ic_30
0,0.999045,-0.495188,-0.494548,0.678986,-0.524638,-0.164854,0.99433,-0.499751,-0.500679,0.709538,-0.539972,-0.156729,1.003226,-0.499259,-0.507965,0.687346,-0.52933,-0.165095,0.993813,-0.501486,-0.496398,0.680153,-0.522774,-0.164066
1,1.002494,-0.475633,-0.511391,0.672371,-0.523578,-0.184234,0.983275,-0.486976,-0.516619,0.689586,-0.52698,-0.167001,0.989406,-0.479049,-0.512547,0.691902,-0.515452,-0.161382,1.007751,-0.486063,-0.520867,0.689026,-0.521003,-0.181316
2,1.003172,-0.464791,-0.529611,0.706205,-0.51973,-0.194806,0.996972,-0.465031,-0.530928,0.695397,-0.513286,-0.172142,1.002411,-0.476396,-0.529243,0.697879,-0.509185,-0.202868,0.998436,-0.465713,-0.539268,0.690953,-0.51259,-0.181487
3,0.999625,-0.449462,-0.544051,0.693017,-0.497724,-0.198455,1.002732,-0.450815,-0.543657,0.6882,-0.499836,-0.209893,0.994211,-0.451635,-0.546898,0.708062,-0.509655,-0.1971,1.002592,-0.448701,-0.549172,0.707521,-0.494938,-0.19135
4,0.998058,-0.436247,-0.559865,0.694592,-0.493268,-0.229633,0.992115,-0.428754,-0.56482,0.701294,-0.492218,-0.202497,0.995762,-0.429167,-0.561575,0.687195,-0.489373,-0.228893,0.993112,-0.435797,-0.55784,0.698135,-0.486773,-0.221312
5,0.988854,-0.41389,-0.580474,0.710837,-0.481762,-0.218482,0.994107,-0.418475,-0.573725,0.706947,-0.455092,-0.215088,0.996197,-0.415723,-0.587427,0.688324,-0.464429,-0.226569,0.994099,-0.407439,-0.583234,0.702354,-0.496721,-0.23109
6,0.992701,-0.39355,-0.596312,0.725337,-0.469086,-0.239948,0.993374,-0.398324,-0.605697,0.711648,-0.493683,-0.250186,0.992964,-0.397154,-0.587547,0.697566,-0.454797,-0.229834,0.995223,-0.398218,-0.58771,0.701097,-0.472123,-0.215377
7,0.988597,-0.383458,-0.604369,0.707278,-0.452741,-0.248942,0.996885,-0.380541,-0.610847,0.720062,-0.455713,-0.272101,0.985495,-0.387234,-0.613445,0.688844,-0.464557,-0.247,0.989812,-0.380587,-0.610475,0.717102,-0.477744,-0.234392
8,0.988662,-0.363583,-0.628433,0.705437,-0.446975,-0.267551,0.98973,-0.366337,-0.617211,0.713443,-0.453115,-0.276328,0.986479,-0.370403,-0.622154,0.711104,-0.431213,-0.2567,0.99909,-0.373624,-0.62584,0.716971,-0.447732,-0.253576
9,0.972146,-0.349633,-0.648263,0.712015,-0.432672,-0.261894,0.987847,-0.344195,-0.6407,0.69716,-0.448613,-0.283235,0.993594,-0.354107,-0.636368,0.706272,-0.439056,-0.288184,0.976979,-0.348231,-0.637939,0.718023,-0.427992,-0.265306
10,0.974501,-0.329249,-0.664614,0.706437,-0.429901,-0.278134,0.972696,-0.33047,-0.656612,0.726828,-0.432833,-0.289131,0.982472,-0.324258,-0.656885,0.726998,-0.421027,-0.307076,0.986922,-0.319998,-0.656892,0.696911,-0.415133,-0.277744
11,0.977117,-0.31433,-0.66272,0.713488,-0.424565,-0.297262,0.986286,-0.317069,-0.670028,0.71384,-0.407199,-0.285887,0.984613,-0.314838,-0.66345,0.721572,-0.403097,-0.309419,0.985636,-0.31548,-0.667732,0.706045,-0.415798,-0.305298
12,0.975822,-0.282598,-0.681855,0.7032,-0.390988,-0.318524,0.966919,-0.287172,-0.67641,0.719296,-0.412736,-0.314179,0.964181,-0.284768,-0.676578,0.707614,-0.406584,-0.339143,0.975767,-0.294777,-0.690274,0.709924,-0.401404,-0.304866
13,0.969121,-0.270881,-0.701082,0.695205,-0.385773,-0.326643,0.966152,-0.285387,-0.698331,0.715388,-0.383341,-0.32425,0.961592,-0.271036,-0.696519,0.729344,-0.374109,-0.340117,0.974343,-0.270108,-0.698359,0.714751,-0.404513,-0.310962
14,0.959874,-0.267991,-0.707881,0.713536,-0.396497,-0.331026,0.96532,-0.258417,-0.709872,0.713285,-0.391609,-0.32822,0.966551,-0.258638,-0.708104,0.719562,-0.382038,-0.338623,0.963278,-0.263605,-0.707502,0.726417,-0.384083,-0.341807
15,0.95733,-0.246471,-0.729494,0.69284,-0.380718,-0.348315,0.952444,-0.240218,-0.715547,0.707609,-0.359412,-0.360645,0.959818,-0.23481,-0.719238,0.720915,-0.374784,-0.332851,0.959492,-0.239157,-0.719099,0.712754,-0.369085,-0.337478
16,0.95272,-0.221457,-0.734192,0.709961,-0.348707,-0.351559,0.952438,-0.212961,-0.734027,0.710561,-0.352838,-0.350882,0.952447,-0.221737,-0.734026,0.71852,-0.350186,-0.363701,0.957819,-0.223114,-0.730502,0.716777,-0.336985,-0.377823
17,0.933808,-0.20709,-0.751868,0.688913,-0.337517,-0.366004,0.943917,-0.196412,-0.746912,0.720764,-0.357537,-0.367218,0.940732,-0.202047,-0.755257,0.733615,-0.346702,-0.379929,0.952536,-0.210053,-0.744312,0.70906,-0.3377,-0.355959
18,0.939057,-0.179301,-0.76753,0.699347,-0.343969,-0.397346,0.941635,-0.180087,-0.768532,0.707843,-0.337946,-0.368173,0.947371,-0.188024,-0.758896,0.723305,-0.328332,-0.380243,0.95157,-0.182772,-0.751432,0.734484,-0.332244,-0.380263
19,0.932741,-0.163661,-0.773817,0.722491,-0.320415,-0.386074,0.929857,-0.167213,-0.761322,0.721731,-0.320805,-0.398619,0.936925,-0.164167,-0.776409,0.718046,-0.322784,-0.382272,0.934515,-0.168372,-0.767377,0.699314,-0.322445,-0.372828
20,0.926421,-0.139408,-0.78238,0.718722,-0.294273,-0.412121,0.926841,-0.155154,-0.779604,0.710015,-0.322657,-0.412809,0.93513,-0.149352,-0.78651,0.721467,-0.299471,-0.399647,0.917359,-0.154278,-0.78289,0.721107,-0.309264,-0.415364
21,0.924265,-0.120937,-0.803208,0.730773,-0.277684,-0.39929,0.925442,-0.13057,-0.797709,0.719796,-0.298403,-0.411428,0.919947,-0.132206,-0.788185,0.701965,-0.300703,-0.419684,0.916432,-0.124891,-0.792586,0.723038,-0.276868,-0.422135
22,0.909586,-0.107733,-0.806233,0.699996,-0.283577,-0.424441,0.912434,-0.109139,-0.802734,0.713471,-0.292567,-0.436771,0.906568,-0.114039,-0.809334,0.707822,-0.284653,-0.436839,0.90616,-0.111801,-0.804572,0.716623,-0.296801,-0.431455
