sample_idx,Va_1,Vb_1,Vc_1,Ia_1,Ib_1,Ic_1,Va_5,Vb_5,Vc_5,Ia_5,Ib_5,Ic_5,Va_10,Vb_10,Vc_10,Ia_10,Ib_10,Ic_10,Va_30,Vb_30,Vc_30,Ia_30,Ib_30,Ic_30
0,0.992543,-0.503989,-0.490979,0.491174,-0.385239,-0.112098,0.992817,-0.489263,-0.50042,0.487621,-0.361564,-0.126801,0.9986,-0.502774,-0.499474,0.493535,-0.366121,-0.116195,1.001961,-0.49396,-0.508677,0.473513,-0.368515,-0.100624
1,0.993922,-0.483205,-0.518659,0.479488,-0.387821,-0.134761,1.003637,-0.480606,-0.520174,0.485183,-0.363205,-0.109592,0.995984,-0.489043,-0.511391,0.477975,-0.373359,-0.102653,1.003085,-0.489056,-0.513064,0.484566,-0.361956,-0.134834
2,0.995382,-0.469152,-0.533942,0.490814,-0.353445,-0.131686,0.99154,-0.473275,-0.531633,0.494867,-0.379256,-0.131119,0.989936,-0.472346,-0.528155,0.496087,-0.358505,-0.141224,0.994606,-0.464569,-0.529474,0.463158,-0.348716,-0.127062
3,0.99433,-0.442545,-0.549625,0.502293,-0.358558,-0.151873,0.994683,-0.45162,-0.546475,0.517421,-0.354958,-0.137035,0.994187,-0.452757,-0.55834,0.505197,-0.349061,-0.156507,1.002318,-0.454082,-0.543394,0.496715,-0.338856,-0.149868
4,0.994662,-0.432142,-0.555606,0.497895,-0.355245,-0.176121,1.003874,-0.422958,-0.562961,0.48503,-0.336245,-0.151321,0.99601,-0.439205,-0.564499,0.508272,-0.357461,-0.157044,1.00376,-0.432236,-0.55983,0.499216,-0.340229,-0.145533
5,0.989263,-0.417997,-0.569657,0.50118,-0.332507,-0.156388,1.004651,-0.410817,-0.581526,0.487508,-0.33472,-0.17324,0.999974,-0.420648,-0.579348,0.481103,-0.332461,-0.156406,0.998408,-0.430095,-0.58037,0.509718,-0.341586,-0.147194
6,0.999108,-0.404283,-0.594477,0.506966,-0.339222,-0.163071,0.993567,-0.395573,-0.585356,0.497941,-0.340043,-0.168894,0.995836,-0.396775,-0.592851,0.503117,-0.330114,-0.177226,0.995649,-0.404462,-0.585949,0.492957,-0.329696,-0.163873
7,0.985354,-0.380449,-0.60983,0.507237,-0.304906,-0.18022,0.987281,-0.385027,-0.608402,0.505191,-0.314157,-0.157631,0.987588,-0.382549,-0.606215,0.504548,-0.333233,-0.168317,1.001387,-0.385053,-0.609589,0.488451,-0.320688,-0.176715
8,0.992209,-0.365083,-0.6383,0.495774,-0.319977,-0.191935,0.989042,-0.349105,-0.614342,0.498233,-0.325937,-0.185777,0.991162,-0.368872,-0.628031,0.522768,-0.326727,-0.188541,0.992311,-0.358849,-0.61768,0.493306,-0.322173,-0.169556
9,0.977272,-0.347544,-0.641063,0.505677,-0.319396,-0.195659,0.991085,-0.342791,-0.644691,0.511588,-0.294572,-0.196612,0.988445,-0.345693,-0.64322,0.518948,-0.334291,-0.220847,0.991052,-0.349726,-0.640339,0.519454,-0.310469,-0.197846
10,0.982329,-0.330506,-0.650635,0.503486,-0.292818,-0.22539,0.978691,-0.328829,-0.655331,0.507581,-0.317007,-0.215677,0.988516,-0.328789,-0.652781,0.502158,-0.296958,-0.204895,0.983013,-0.331412,-0.648402,0.50166,-0.31226,-0.213179
11,0.965563,-0.315641,-0.678209,0.507566,-0.294144,-0.216069,0.974319,-0.31154,-0.663318,0.511154,-0.308182,-0.238493,0.974801,-0.318384,-0.670149,0.506693,-0.301926,-0.205481,0.974456,-0.30967,-0.669559,0.518925,-0.311814,-0.215632
12,0.96971,-0.300512,-0.679551,0.504674,-0.286945,-0.223227,0.978049,-0.291207,-0.687351,0.524515,-0.298877,-0.230898,0.984548,-0.297165,-0.676547,0.506593,-0.295139,-0.220991,0.977864,-0.296639,-0.684133,0.517016,-0.274737,-0.217038
13,0.973279,-0.277936,-0.696964,0.512625,-0.293926,-0.204211,0.968721,-0.273387,-0.700842,0.50798,-0.280296,-0.244327,0.966506,-0.275805,-0.699771,0.500801,-0.292756,-0.240601,0.974734,-0.267571,-0.686426,0.512188,-0.27792,-0.228241
14,0.959785,-0.26465,-0.717569,0.512864,-0.282938,-0.237696,0.96747,-0.252996,-0.697114,0.495392,-0.280327,-0.244338,0.965169,-0.260423,-0.717276,0.520499,-0.273534,-0.232622,0.958001,-0.249669,-0.706518,0.500411,-0.279183,-0.235908
15,0.954918,-0.241379,-0.721133,0.505146,-0.284124,-0.238728,0.9621,-0.227027,-0.728571,0.534666,-0.271077,-0.239783,0.96758,-0.232489,-0.721094,0.511308,-0.281037,-0.248202,0.960904,-0.2364,-0.720214,0.525847,-0.260509,-0.244166
16,0.95089,-0.219446,-0.723917,0.518824,-0.250874,-0.259015,0.960723,-0.219011,-0.725589,0.48487,-0.250659,-0.245465,0.946579,-0.219753,-0.725267,0.530455,-0.243167,-0.258278,0.956046,-0.212253,-0.735858,0.511624,-0.26965,-0.279833
17,0.950313,-0.207807,-0.745882,0.521939,-0.250606,-0.273673,0.948619,-0.199119,-0.747448,0.514106,-0.250262,-0.264755,0.954412,-0.202664,-0.741154,0.495006,-0.26146,-0.266983,0.953072,-0.198535,-0.75142,0.506181,-0.249926,-0.27265
