sample_idx,Va_1,Vb_1,Vc_1,Ia_1,Ib_1,Ic_1,Va_5,Vb_5,Vc_5,Ia_5,Ib_5,Ic_5,Va_10,Vb_10,Vc_10,Ia_10,Ib_10,Ic_10,Va_30,Vb_30,Vc_30,Ia_30,Ib_30,Ic_30
0,0.994619,-0.491998,-0.500023,0.745921,-0.585288,-0.168444,0.998142,-0.492008,-0.490748,0.758459,-0.585542,-0.171533,1.003032,-0.501793,-0.497575,0.764957,-0.586126,-0.168936,1.001954,-0.502239,-0.504608,0.750727,-0.58295,-0.15962
1,1.00639,-0.485143,-0.507105,0.770803,-0.583008,-0.196483,1.008388,-0.487795,-0.518082,0.78475,-0.588884,-0.168157,0.994653,-0.485937,-0.519982,0.775288,-0.54988,-0.175883,0.989529,-0.482442,-0.520485,0.774346,-0.574181,-0.190031
2,0.995083,-0.470758,-0.530407,0.760359,-0.570481,-0.210297,1.007902,-0.469698,-0.537639,0.773778,-0.556369,-0.202264,1.001633,-0.462526,-0.527377,0.756465,-0.558977,-0.185575,0.994763,-0.469181,-0.530629,0.755679,-0.585037,-0.210435
3,0.998058,-0.440602,-0.544002,0.785258,-0.56087,-0.227573,0.99502,-0.454813,-0.551767,0.790364,-0.569828,-0.219324,0.992186,-0.446169,-0.552941,0.768005,-0.53962,-0.224099,0.990984,-0.448825,-0.541292,0.781035,-0.554558,-0.234436
4,1.001867,-0.422519,-0.565327,0.779728,-0.547482,-0.221828,0.998936,-0.432029,-0.565776,0.775064,-0.533204,-0.234146,0.999877,-0.43027,-0.560972,0.774886,-0.54154,-0.225119,0.993369,-0.434606,-0.560161,0.781585,-0.540183,-0.241691
5,0.995345,-0.412169,-0.566772,0.787594,-0.540551,-0.242562,1.002132,-0.407657,-0.592805,0.774523,-0.530829,-0.266468,1.000442,-0.417653,-0.577577,0.76568,-0.549831,-0.265323,0.995154,-0.422859,-0.57989,0.761486,-0.524216,-0.242622
6,0.99211,-0.397801,-0.588238,0.768423,-0.519034,-0.272602,0.992675,-0.398539,-0.59967,0.7827,-0.501168,-0.258104,0.993033,-0.409059,-0.590854,0.770734,-0.53522,-0.239414,0.998369,-0.401962,-0.591721,0.80576,-0.524873,-0.271084
7,0.99709,-0.388694,-0.606552,0.795506,-0.516127,-0.296645,0.996907,-0.38803,-0.603172,0.773724,-0.530283,-0.270982,0.990002,-0.372479,-0.618988,0.795256,-0.506972,-0.288367,0.991027,-0.379268,-0.603955,0.786586,-0.507188,-0.283174
8,1.0007,-0.361532,-0.623739,0.801981,-0.488263,-0.292953,0.991337,-0.367405,-0.630897,0.799529,-0.491716,-0.285897,0.98237,-0.361214,-0.622187,0.805735,-0.505277,-0.299015,0.985793,-0.354486,-0.629371,0.795258,-0.498437,-0.277713
9,0.974693,-0.347109,-0.638039,0.791854,-0.485043,-0.331167,0.990087,-0.34117,-0.647463,0.80388,-0.508914,-0.283907,0.989209,-0.344668,-0.644715,0.798981,-0.504036,-0.290087,0.988545,-0.335673,-0.640644,0.794204,-0.494069,-0.311869
10,0.978642,-0.327322,-0.652685,0.800552,-0.484412,-0.329059,0.989895,-0.330885,-0.647492,0.783149,-0.484325,-0.289542,0.980167,-0.324148,-0.645117,0.790666,-0.473908,-0.33058,0.976302,-0.321843,-0.655627,0.788961,-0.477735,-0.319607
11,0.981658,-0.315194,-0.668765,0.797645,-0.462844,-0.336992,0.980854,-0.303585,-0.67568,0.78745,-0.455335,-0.334113,0.980437,-0.316364,-0.659875,0.810914,-0.459506,-0.33114,0.984209,-0.309397,-0.66593,0.786913,-0.457214,-0.318323
12,0.965832,-0.2919,-0.676923,0.808138,-0.453333,-0.364219,0.979003,-0.289693,-0.684227,0.784342,-0.444578,-0.368125,0.974548,-0.302892,-0.684253,0.80584,-0.451519,-0.343061,0.973983,-0.287644,-0.691878,0.814341,-0.456945,-0.34398
13,0.970745,-0.275989,-0.696685,0.794562,-0.44346,-0.366852,0.965472,-0.279555,-0.698449,0.795138,-0.422652,-0.393077,0.972226,-0.276565,-0.693176,0.779227,-0.436228,-0.354081,0.969481,-0.278292,-0.693287,0.803434,-0.432735,-0.352317
14,0.970423,-0.266962,-0.714157,0.800118,-0.439619,-0.371692,0.958464,-0.25878,-0.706209,0.79423,-0.411474,-0.382106,0.974349,-0.260112,-0.714656,0.802438,-0.43064,-0.378653,0.961236,-0.255764,-0.71368,0.78176,-0.421282,-0.389871
15,0.95751,-0.235196,-0.729928,0.808845,-0.411024,-0.381741,0.959232,-0.244412,-0.721374,0.77932,-0.428154,-0.408411,0.957872,-0.231984,-0.719226,0.80135,-0.409929,-0.407607,0.962885,-0.239155,-0.722469,0.798019,-0.415626,-0.374089
