sample_idx,Va_1,Vb_1,Vc_1,Ia_1,Ib_1,Ic_1,Va_5,Vb_5,Vc_5,Ia_5,Ib_5,Ic_5,Va_10,Vb_10,Vc_10,Ia_10,Ib_10,Ic_10,Va_30,Vb_30,Vc_30,Ia_30,Ib_30,Ic_30
0,0.99351,-0.499807,-0.49805,0.588759,-0.468244,-0.136634,0.993953,-0.482789,-0.497681,0.610358,-0.458604,-0.124247,0.998284,-0.490988,-0.494936,0.584109,-0.452636,-0.125318,0.998228,-0.50032,-0.496794,0.607471,-0.455352,-0.142864
1,1.000112,-0.486935,-0.514543,0.596392,-0.446096,-0.148342,1.002057,-0.49065,-0.500512,0.604786,-0.460328,-0.147346,0.997541,-0.47802,-0.521108,0.623269,-0.426687,-0.15783,1.002797,-0.488061,-0.516051,0.596684,-0.45254,-0.139462
2,1.005506,-0.471131,-0.533829,0.609097,-0.456985,-0.151891,1.002597,-0.461092,-0.523622,0.624868,-0.437234,-0.153315,1.000538,-0.470998,-0.540349,0.611839,-0.456794,-0.161618,0.99886,-0.465853,-0.526637,0.617023,-0.438688,-0.153359
3,0.996193,-0.439458,-0.557897,0.605927,-0.412814,-0.178392,0.995256,-0.440375,-0.55578,0.612426,-0.440717,-0.167395,1.007596,-0.449671,-0.5459,0.606266,-0.439288,-0.183382,1.001259,-0.439726,-0.550977,0.591052,-0.43751,-0.17169
4,0.995579,-0.437329,-0.565332,0.622328,-0.428163,-0.183282,0.99955,-0.427508,-0.565635,0.625025,-0.416035,-0.183706,0.993319,-0.430294,-0.561804,0.58277,-0.422869,-0.161626,0.996781,-0.437437,-0.562657,0.616188,-0.417155,-0.199786
5,0.992644,-0.417104,-0.583182,0.608705,-0.411541,-0.175347,0.990658,-0.410195,-0.571493,0.62452,-0.404919,-0.180282,0.996777,-0.409334,-0.581042,0.620733,-0.40944,-0.188544,0.996022,-0.410446,-0.588943,0.610733,-0.417835,-0.201634
6,0.98939,-0.405249,-0.591204,0.594377,-0.411246,-0.207944,0.994098,-0.394245,-0.597242,0.615356,-0.413864,-0.205083,0.997978,-0.401062,-0.585084,0.613231,-0.405561,-0.227285,0.99663,-0.394636,-0.595951,0.63233,-0.41558,-0.210482
7,0.993317,-0.386623,-0.612051,0.61226,-0.401226,-0.198877,0.992542,-0.387175,-0.603721,0.61993,-0.401561,-0.21214,0.98976,-0.375096,-0.606614,0.595615,-0.398674,-0.198726,0.996259,-0.381946,-0.611734,0.592943,-0.395738,-0.213267
8,0.996628,-0.364884,-0.632851,0.619661,-0.394617,-0.225023,0.988103,-0.35309,-0.621764,0.641059,-0.394284,-0.23855,0.993735,-0.369175,-0.614973,0.626133,-0.390365,-0.225911,0.981241,-0.371661,-0.614901,0.624409,-0.389896,-0.235289
9,0.991777,-0.339343,-0.634643,0.627182,-0.37301,-0.241063,0.98379,-0.348411,-0.643067,0.607736,-0.381882,-0.236282,0.988444,-0.341482,-0.635061,0.635377,-0.352148,-0.243169,0.984717,-0.347913,-0.634293,0.623097,-0.378408,-0.226685
